Participant,Pretest_fake_covid_3,Pretest_fake_general_8,Pretest_fake_general_15,Pretest_fake_general_10,Pretest_real_general_4,Pretest_real_general_3,Pretest_real_general_21,Pretest_real_covid_4,Pretest_fake_general_3,Pretest_real_general_30,Pretest_real_general_22,Pretest_fake_general_16,Pretest_fake_general_1,Pretest_real_general_7,Pretest_fake_general_28,Pretest_fake_covid_9,Pretest_fake_general_7,Pretest_real_covid_6,Pretest_fake_covid_7,Pretest_fake_general_2,Pretest_fake_covid_1,Pretest_fake_general_14,Pretest_fake_covid_2,Pretest_fake_general_21,Pretest_real_general_1,Pretest_real_covid_5,Pretest_fake_general_19,Pretest_real_general_8,Pretest_real_general_11,Pretest_fake_general_17,Pretest_fake_general_13,Pretest_real_general_9,Pretest_real_general_6,Pretest_real_general_28,Pretest_real_covid_9,Pretest_real_covid_1,Pretest_real_general_12,Pretest_real_general_29,Pretest_fake_general_29,Pretest_real_general_25,Posttest_real_general_5,Posttest_real_general_10,Posttest_fake_general_20,Posttest_real_general_14,Posttest_fake_general_5,Posttest_real_covid_10,Posttest_fake_general_12,Posttest_real_covid_8,Posttest_real_general_19,Posttest_real_general_26,Posttest_real_general_2,Posttest_fake_covid_5,Posttest_fake_general_30,Posttest_real_general_24,Posttest_real_general_23,Posttest_real_general_16,Posttest_fake_general_9,Posttest_real_general_13,Posttest_fake_general_25,Posttest_fake_general_24,Posttest_fake_covid_10,Posttest_fake_general_26,Posttest_fake_general_18,Posttest_real_covid_3,Posttest_fake_general_6,Posttest_real_general_17,Posttest_real_general_27,Posttest_fake_covid_8,Posttest_fake_general_27,Posttest_fake_general_11,Posttest_fake_covid_6,Posttest_fake_general_4,Posttest_real_general_20,Posttest_real_covid_7,Posttest_fake_general_23,Posttest_real_general_31,Posttest_real_general_15,Posttest_real_general_18,Posttest_fake_general_22,Posttest_real_covid_2,Posttest_fake_covid_4,Pretest_real_general_13,Pretest_fake_covid_4,Pretest_fake_general_4,Pretest_real_general_17,Pretest_fake_general_25,Pretest_fake_general_18,Pretest_real_general_24,Pretest_fake_general_24,Pretest_real_covid_3,Pretest_fake_general_26,Pretest_fake_general_23,Pretest_real_general_27,Pretest_real_general_14,Pretest_real_general_16,Pretest_fake_general_5,Pretest_real_general_5,Pretest_real_general_20,Pretest_real_general_15,Pretest_real_covid_2,Pretest_fake_covid_5,Posttest_real_general_4,Posttest_fake_general_8,Posttest_fake_general_1,Posttest_fake_general_13,Posttest_fake_general_19,Posttest_real_covid_9,Posttest_real_general_29,Posttest_fake_general_15,Posttest_real_general_6,Posttest_real_general_11,Posttest_real_general_12,Posttest_real_general_1,Posttest_fake_covid_7,Posttest_real_general_22,Posttest_fake_general_7,Posttest_real_general_21,Posttest_real_covid_5,Posttest_fake_general_10,Posttest_fake_covid_2,Posttest_real_general_3,Pretest_real_covid_8,Pretest_fake_general_12,Pretest_fake_general_22,Pretest_fake_general_20,Pretest_fake_covid_8,Pretest_real_general_31,Pretest_real_covid_7,Pretest_real_general_19,Pretest_real_general_2,Pretest_real_general_26,Pretest_fake_general_9,Posttest_fake_general_2,Posttest_real_general_8,Posttest_fake_general_3,Posttest_fake_covid_3,Posttest_real_covid_6,Posttest_real_covid_1,Posttest_fake_general_21,Posttest_fake_general_14,Posttest_fake_general_17,Posttest_real_general_7,Pretest_real_general_18,Pretest_fake_general_30,Pretest_fake_general_11,Pretest_real_general_10,Pretest_real_covid_10,Pretest_fake_covid_10,Pretest_fake_general_6,Posttest_fake_general_29,Posttest_fake_general_28,Posttest_real_general_30,Posttest_real_covid_4,Posttest_fake_general_16,Posttest_real_general_9,Posttest_real_general_28,Pretest_fake_general_27,Posttest_fake_covid_9,Pretest_real_general_23,Pretest_fake_covid_6,Posttest_fake_covid_1,Posttest_real_general_25
7tfelvyvtq,100,NA,82,NA,100,NA,NA,29,72,NA,NA,NA,NA,100,14,NA,NA,NA,100,74,NA,100,100,95,NA,NA,NA,NA,NA,NA,69,99,NA,95,0,24,NA,0,86,15,NA,0,NA,NA,NA,100,86,NA,100,NA,NA,0,NA,NA,100,NA,100,NA,100,3,0,NA,NA,NA,100,100,100,NA,100,NA,96,0,100,100,100,NA,NA,0,NA,100,NA,12,94,NA,NA,NA,11,6,NA,76,6,NA,NA,12,0,80,96,NA,73,NA,NA,NA,100,100,NA,100,NA,NA,NA,100,100,100,0,NA,0,0,100,100,100,NA,100,100,NA,83,0,0,100,NA,NA,100,0,NA,NA,0,NA,NA,100,NA,NA,NA,100,NA,NA,0,84,NA,NA,NA,NA,NA,NA,0,NA,100,NA,NA,NA,100,NA,NA,100,NA
u5mnnmlr4j,NA,0,0,60,NA,NA,NA,35,NA,69,65,NA,NA,NA,0,69,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,50,76,84,67,NA,0,93,NA,79,49,0,NA,0,NA,NA,0,NA,85,91,NA,82,0,NA,NA,93,0,50,NA,NA,NA,NA,0,82,NA,NA,90,NA,NA,62,NA,NA,NA,NA,0,NA,67,86,0,95,NA,NA,0,54,82,0,NA,56,0,NA,0,NA,NA,NA,NA,0,NA,51,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,85,89,NA,0,85,89,NA,0,28,87,NA,NA,18,67,70,75,NA,55,NA,NA,NA,NA,0,95,90,0,0,NA,0,0,NA,NA,NA,NA,92,5,28,0,NA,NA,NA,0,NA,NA,0,NA,82,85,91,NA
0n2hglszqs,NA,90,32,NA,NA,NA,NA,0,NA,0,64,100,NA,NA,NA,NA,NA,NA,2,13,NA,NA,NA,96,100,NA,100,NA,NA,80,97,NA,NA,98,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,61,0,40,NA,NA,NA,NA,19,NA,NA,0,NA,NA,9,NA,NA,NA,NA,71,NA,0,100,0,NA,100,0,NA,0,72,NA,NA,NA,NA,0,100,NA,NA,NA,96,NA,NA,86,NA,0,100,0,91,65,NA,0,0,NA,92,NA,81,100,NA,0,NA,68,NA,NA,0,NA,NA,90,5,3,NA,NA,NA,26,16,0,71,69,73,100,NA,NA,7,47,0,0,63,79,79,51,NA,87,9,0,0,0,NA,62,NA,97,NA,100,NA,11,NA,100,NA,81,94,NA,NA,NA,50,NA,NA,1,NA,97,0,0
6d86sc7r3u,NA,0,0,100,0,NA,NA,69,0,0,68,NA,NA,0,NA,NA,0,100,100,NA,100,0,0,0,NA,81,NA,0,NA,NA,0,NA,NA,100,NA,NA,0,23,NA,NA,0,NA,NA,NA,0,100,NA,NA,100,78,NA,NA,0,NA,100,100,0,NA,0,0,NA,NA,0,NA,NA,NA,84,70,NA,0,100,NA,100,100,0,77,NA,84,NA,100,0,0,NA,0,100,NA,NA,100,NA,89,0,NA,NA,0,NA,NA,NA,NA,59,NA,100,NA,NA,0,NA,0,100,NA,NA,100,0,NA,70,NA,NA,NA,100,NA,NA,NA,0,100,65,0,0,NA,NA,NA,NA,81,NA,NA,100,NA,NA,100,NA,59,NA,NA,0,NA,NA,NA,NA,0,NA,100,0,0,0,NA,NA,0,0,NA,0,100,NA,NA,NA,57
erv51xe4ns,76,NA,78,88,48,68,NA,84,44,NA,77,NA,8,NA,NA,NA,14,NA,NA,4,88,NA,NA,73,75,NA,NA,50,NA,9,NA,NA,85,75,82,71,NA,75,NA,NA,NA,19,41,NA,24,NA,NA,66,52,NA,14,NA,NA,NA,NA,28,32,NA,NA,NA,NA,NA,30,70,15,44,82,22,NA,24,70,12,69,84,NA,NA,64,74,27,NA,NA,64,7,NA,NA,17,NA,64,12,NA,49,10,NA,3,NA,NA,82,NA,NA,94,75,NA,24,NA,65,59,NA,NA,NA,NA,26,20,NA,72,NA,NA,66,16,NA,62,NA,NA,65,NA,NA,NA,94,NA,NA,NA,85,NA,NA,NA,NA,NA,30,NA,NA,20,NA,66,NA,8,NA,NA,86,83,NA,67,24,69,NA,13,23,NA,17,43,76,NA,NA,70
vs478zjdwo,NA,NA,NA,67,39,69,NA,65,NA,NA,NA,NA,38,36,NA,69,32,64,NA,31,69,NA,37,NA,66,NA,36,NA,34,35,NA,66,65,NA,73,NA,NA,NA,NA,NA,72,NA,27,NA,NA,67,25,NA,69,69,NA,NA,NA,68,NA,NA,NA,30,NA,NA,67,NA,NA,NA,34,NA,60,NA,36,33,70,NA,69,76,NA,NA,71,NA,31,73,33,NA,NA,44,61,37,62,NA,39,66,32,38,NA,37,62,40,NA,NA,NA,NA,68,NA,64,NA,33,NA,NA,73,37,NA,NA,36,NA,71,73,NA,68,60,NA,NA,NA,73,NA,NA,NA,68,65,NA,NA,65,NA,28,NA,71,37,65,NA,70,38,36,NA,NA,61,32,NA,39,NA,NA,NA,38,34,62,NA,35,NA,68,NA,NA,69,NA,NA,68
xl3zqzypk9,NA,43,0,87,91,65,100,11,NA,100,92,0,NA,NA,0,NA,NA,NA,89,NA,100,NA,NA,NA,NA,100,11,NA,0,0,0,NA,63,100,100,NA,NA,NA,NA,NA,100,NA,0,NA,NA,100,NA,100,100,100,0,100,0,NA,NA,NA,NA,10,NA,0,NA,0,0,100,NA,14,100,NA,NA,NA,68,26,NA,NA,0,86,88,NA,0,NA,NA,NA,0,NA,NA,0,NA,100,NA,NA,NA,NA,NA,0,100,0,NA,100,NA,100,NA,NA,NA,0,NA,NA,NA,95,NA,NA,NA,0,21,NA,NA,0,NA,NA,NA,0,NA,NA,78,NA,NA,91,NA,100,NA,NA,NA,0,10,19,0,100,100,87,0,27,NA,0,66,NA,11,30,NA,0,0,0,NA,NA,NA,NA,0,NA,0,100,100,NA,NA,100
z6e2uhgdpk,NA,NA,11,94,89,NA,70,NA,19,NA,NA,13,NA,13,24,82,NA,NA,93,NA,91,NA,43,NA,75,94,7,NA,NA,0,NA,79,94,NA,NA,NA,NA,89,38,83,54,NA,42,NA,6,NA,NA,76,70,72,NA,83,0,NA,74,NA,NA,36,NA,7,96,40,8,NA,NA,71,NA,40,11,42,NA,NA,100,NA,NA,76,46,NA,NA,NA,10,NA,NA,34,NA,2,NA,100,NA,100,NA,21,82,27,87,NA,NA,NA,NA,100,NA,NA,34,10,6,NA,100,NA,NA,NA,6,6,NA,NA,55,21,NA,NA,NA,NA,68,NA,72,25,NA,NA,NA,88,NA,68,NA,10,67,17,NA,81,100,79,0,4,NA,NA,44,NA,NA,28,90,NA,39,NA,NA,66,87,NA,NA,60,NA,NA,NA,71,NA,NA
qpk207cdnn,100,NA,0,100,74,NA,NA,63,0,84,100,0,0,47,NA,100,0,NA,51,NA,NA,NA,NA,NA,NA,0,100,100,0,NA,NA,100,100,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,100,50,100,100,100,0,NA,NA,NA,75,100,NA,NA,NA,NA,100,0,NA,NA,27,100,NA,29,0,49,100,NA,50,NA,NA,NA,38,0,0,NA,NA,0,0,49,NA,0,100,100,82,100,NA,0,90,0,NA,0,NA,NA,NA,72,100,NA,60,NA,0,NA,100,65,NA,NA,NA,NA,49,NA,NA,NA,100,NA,NA,65,71,NA,NA,NA,NA,NA,0,49,NA,NA,NA,0,0,NA,NA,NA,73,49,0,53,0,NA,NA,0,NA,0,NA,NA,NA,50,0,NA,NA,NA,NA,69,NA,NA,NA,NA,78,0
2nl10d6wdz,NA,NA,NA,87,NA,68,NA,NA,NA,100,NA,NA,45,NA,0,NA,NA,84,81,NA,61,0,NA,NA,NA,100,NA,NA,NA,NA,0,0,NA,NA,79,NA,0,100,58,17,NA,NA,NA,NA,0,NA,100,NA,NA,100,100,100,0,NA,100,NA,NA,100,NA,100,NA,NA,NA,100,NA,70,100,NA,0,100,NA,NA,NA,100,NA,NA,NA,100,NA,100,0,NA,NA,35,NA,0,0,100,NA,NA,24,0,NA,13,100,NA,57,81,41,NA,NA,100,100,NA,NA,0,NA,NA,0,100,0,NA,100,NA,100,0,78,NA,NA,66,NA,71,NA,26,16,61,65,NA,81,NA,NA,0,100,100,0,100,NA,100,0,NA,0,0,NA,NA,NA,18,88,58,58,NA,NA,NA,100,0,NA,100,NA,100,NA,0,NA,NA
5ejbrb0rcw,NA,NA,NA,NA,27,NA,66,64,19,67,25,29,0,40,NA,73,74,NA,NA,92,27,0,NA,NA,88,76,NA,NA,0,NA,NA,NA,NA,96,NA,NA,NA,73,NA,50,11,21,42,NA,NA,27,NA,NA,NA,50,0,NA,NA,91,60,NA,52,NA,65,NA,NA,3,NA,NA,NA,65,81,29,NA,NA,67,56,72,73,NA,57,NA,61,50,NA,NA,60,27,NA,NA,NA,71,NA,23,66,NA,33,NA,2,75,17,NA,NA,11,100,0,NA,63,NA,70,69,69,NA,14,87,NA,40,NA,96,NA,NA,NA,NA,74,76,67,62,60,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,19,NA,19,62,34,35,NA,37,NA,NA,61,0,NA,NA,87,64,50,60,NA,NA,NA,63,NA,83,NA,NA,NA,NA,NA
6sboe7zplt,NA,81,1,NA,60,NA,NA,65,37,68,24,0,NA,NA,57,74,NA,NA,10,NA,64,NA,NA,64,NA,76,NA,NA,55,NA,70,NA,NA,61,NA,51,NA,45,NA,NA,17,NA,NA,NA,NA,NA,62,NA,39,NA,NA,0,NA,NA,26,66,39,79,20,NA,NA,53,NA,46,61,NA,NA,NA,NA,54,35,NA,55,72,34,NA,NA,36,NA,67,0,NA,NA,62,69,NA,62,55,37,NA,NA,NA,27,2,NA,21,NA,NA,68,NA,NA,NA,NA,7,NA,0,62,NA,NA,27,NA,27,62,NA,NA,38,27,NA,18,71,63,86,NA,48,6,64,62,NA,NA,0,64,NA,55,48,NA,77,58,NA,NA,25,62,50,NA,21,NA,10,70,65,NA,4,NA,NA,NA,NA,64,NA,68,NA,NA,NA,NA,56
feszotvw5o,94,86,90,NA,NA,94,87,80,100,NA,NA,NA,94,88,12,100,86,NA,NA,NA,NA,15,NA,NA,87,NA,NA,50,82,NA,NA,NA,81,NA,91,83,NA,NA,13,NA,NA,NA,NA,90,NA,NA,88,92,NA,93,81,NA,96,87,77,80,NA,NA,NA,83,78,NA,80,86,83,NA,NA,NA,83,NA,NA,NA,NA,85,90,85,NA,73,80,NA,90,91,NA,5,12,73,NA,NA,NA,NA,98,NA,98,NA,NA,13,85,17,86,96,76,82,NA,NA,84,84,NA,82,NA,NA,NA,96,NA,83,88,NA,NA,92,92,82,NA,NA,NA,NA,99,95,NA,NA,99,NA,NA,88,89,NA,NA,NA,83,NA,84,NA,82,NA,NA,NA,11,93,92,NA,NA,NA,NA,91,NA,73,92,87,NA,NA,NA,95,87,78
jmofwyovmx,67,NA,91,74,NA,NA,96,NA,NA,NA,85,NA,5,NA,76,78,NA,83,39,6,98,NA,NA,74,NA,77,NA,NA,5,NA,NA,25,NA,88,NA,NA,31,32,NA,NA,93,6,NA,0,1,NA,38,2,75,NA,6,2,0,NA,96,NA,27,NA,NA,NA,NA,NA,2,NA,NA,NA,81,73,NA,4,63,NA,99,57,NA,NA,NA,NA,NA,NA,0,24,NA,80,61,31,NA,62,30,91,86,24,NA,NA,65,NA,NA,NA,72,85,NA,0,2,NA,1,71,89,NA,NA,94,NA,NA,79,NA,NA,5,NA,NA,NA,96,29,NA,NA,70,5,NA,14,NA,NA,NA,30,NA,NA,1,1,NA,NA,87,NA,0,9,16,91,NA,NA,NA,90,86,39,86,NA,20,72,5,NA,NA,79,NA,NA,NA,NA,94
