Participant,Pretest_fake_covid_3,Pretest_fake_general_8,Pretest_fake_general_15,Pretest_fake_general_10,Pretest_real_general_4,Pretest_real_general_3,Pretest_real_general_21,Pretest_real_covid_4,Pretest_fake_general_3,Pretest_real_general_30,Pretest_real_general_22,Pretest_fake_general_16,Pretest_fake_general_1,Pretest_real_general_7,Pretest_fake_general_28,Pretest_fake_covid_9,Pretest_fake_general_7,Pretest_real_covid_6,Pretest_fake_covid_7,Pretest_fake_general_2,Pretest_fake_covid_1,Pretest_fake_general_14,Pretest_fake_covid_2,Pretest_fake_general_21,Pretest_real_general_1,Pretest_real_covid_5,Pretest_fake_general_19,Pretest_real_general_8,Pretest_real_general_11,Pretest_fake_general_17,Pretest_fake_general_13,Pretest_real_general_9,Pretest_real_general_6,Pretest_real_general_28,Pretest_real_covid_9,Pretest_real_covid_1,Pretest_real_general_12,Pretest_real_general_29,Pretest_fake_general_29,Pretest_real_general_25,Posttest_real_general_5,Posttest_real_general_10,Posttest_fake_general_20,Posttest_real_general_14,Posttest_fake_general_5,Posttest_real_covid_10,Posttest_fake_general_12,Posttest_real_covid_8,Posttest_real_general_19,Posttest_real_general_26,Posttest_real_general_2,Posttest_fake_covid_5,Posttest_fake_general_30,Posttest_real_general_24,Posttest_real_general_23,Posttest_real_general_16,Posttest_fake_general_9,Posttest_real_general_13,Posttest_fake_general_25,Posttest_fake_general_24,Posttest_fake_covid_10,Posttest_fake_general_26,Posttest_fake_general_18,Posttest_real_covid_3,Posttest_fake_general_6,Posttest_real_general_17,Posttest_real_general_27,Posttest_fake_covid_8,Posttest_fake_general_27,Posttest_fake_general_11,Posttest_fake_covid_6,Posttest_fake_general_4,Posttest_real_general_20,Posttest_real_covid_7,Posttest_fake_general_23,Posttest_real_general_31,Posttest_real_general_15,Posttest_real_general_18,Posttest_fake_general_22,Posttest_real_covid_2,Posttest_fake_covid_4,Pretest_real_general_13,Pretest_fake_covid_4,Pretest_fake_general_4,Pretest_real_general_17,Pretest_fake_general_25,Pretest_fake_general_18,Pretest_real_general_24,Pretest_fake_general_24,Pretest_real_covid_3,Pretest_fake_general_26,Pretest_fake_general_23,Pretest_real_general_27,Pretest_real_general_14,Pretest_real_general_16,Pretest_fake_general_5,Pretest_real_general_5,Pretest_real_general_20,Pretest_real_general_15,Pretest_real_covid_2,Pretest_fake_covid_5,Posttest_real_general_4,Posttest_fake_general_8,Posttest_fake_general_1,Posttest_fake_general_13,Posttest_fake_general_19,Posttest_real_covid_9,Posttest_real_general_29,Posttest_fake_general_15,Posttest_real_general_6,Posttest_real_general_11,Posttest_real_general_12,Posttest_real_general_1,Posttest_fake_covid_7,Posttest_real_general_22,Posttest_fake_general_7,Posttest_real_general_21,Posttest_real_covid_5,Posttest_fake_general_10,Posttest_fake_covid_2,Posttest_real_general_3,Pretest_real_covid_8,Pretest_fake_general_12,Pretest_fake_general_22,Pretest_fake_general_20,Pretest_fake_covid_8,Pretest_real_general_31,Pretest_real_covid_7,Pretest_real_general_19,Pretest_real_general_2,Pretest_real_general_26,Pretest_fake_general_9,Posttest_fake_general_2,Posttest_real_general_8,Posttest_fake_general_3,Posttest_fake_covid_3,Posttest_real_covid_6,Posttest_real_covid_1,Posttest_fake_general_21,Posttest_fake_general_14,Posttest_fake_general_17,Posttest_real_general_7,Pretest_real_general_18,Pretest_fake_general_30,Pretest_fake_general_11,Pretest_real_general_10,Pretest_real_covid_10,Pretest_fake_covid_10,Pretest_fake_general_6,Posttest_fake_general_29,Posttest_fake_general_28,Posttest_real_general_30,Posttest_real_covid_4,Posttest_fake_general_16,Posttest_real_general_9,Posttest_real_general_28,Pretest_fake_general_27,Posttest_fake_covid_9,Pretest_real_general_23,Pretest_fake_covid_6,Posttest_fake_covid_1,Posttest_real_general_25
kzy4rc32s9,100,NA,100,0,0,NA,NA,NA,NA,0,NA,NA,NA,73,100,NA,27,NA,0,NA,66,100,NA,NA,100,100,NA,79,0,100,70,100,NA,NA,70,NA,14,NA,NA,NA,NA,0,0,NA,NA,76,NA,65,0,0,0,100,0,NA,0,NA,0,NA,NA,NA,NA,NA,100,NA,0,81,0,77,NA,NA,0,NA,100,NA,0,NA,NA,76,0,NA,NA,0,0,79,NA,0,NA,25,100,0,100,NA,NA,0,100,0,66,NA,100,100,NA,NA,0,0,NA,100,NA,100,NA,100,NA,NA,NA,NA,17,NA,31,NA,NA,100,0,NA,100,NA,NA,NA,0,29,NA,NA,NA,NA,100,NA,0,NA,100,77,100,NA,NA,NA,NA,NA,0,NA,NA,87,NA,0,NA,NA,0,100,NA,100,59,100,NA,NA,NA,0
n3udes4okv,NA,NA,NA,NA,60,NA,20,1,NA,100,33,NA,NA,NA,NA,NA,22,99,98,NA,NA,21,NA,20,NA,NA,63,NA,NA,23,8,19,NA,39,NA,NA,NA,100,56,NA,NA,17,34,18,34,68,26,NA,NA,NA,NA,NA,NA,100,NA,65,29,NA,NA,NA,NA,NA,NA,85,18,NA,61,NA,NA,22,79,16,23,NA,NA,NA,28,68,NA,NA,NA,84,4,NA,60,29,1,NA,34,NA,56,30,NA,NA,NA,NA,57,NA,NA,96,68,NA,80,71,NA,NA,66,NA,10,78,24,18,38,NA,NA,NA,NA,71,79,74,100,78,NA,0,NA,0,28,14,35,4,54,NA,76,28,16,32,NA,65,NA,NA,NA,12,NA,89,NA,NA,NA,93,NA,NA,20,NA,NA,22,NA,NA,23,14,76,NA,65,68
xooymxhg3w,57,NA,5,51,NA,NA,100,64,0,NA,NA,NA,NA,4,0,NA,18,41,NA,NA,66,23,NA,NA,NA,57,NA,65,34,NA,10,61,61,NA,NA,55,0,NA,NA,NA,62,31,NA,NA,44,80,NA,NA,64,NA,57,NA,NA,85,NA,NA,0,NA,42,NA,63,NA,NA,62,NA,72,NA,NA,38,1,NA,NA,58,75,29,21,NA,NA,55,62,13,10,NA,23,NA,NA,50,NA,70,NA,8,NA,62,0,57,NA,NA,NA,12,NA,67,15,73,0,NA,44,67,80,NA,NA,NA,NA,59,17,66,NA,NA,NA,NA,64,27,66,59,NA,54,21,NA,NA,NA,NA,64,NA,42,NA,NA,NA,NA,NA,35,NA,22,NA,30,44,NA,NA,NA,NA,3,49,NA,23,NA,42,NA,77,NA,32,68,65,NA,58
m9evqfow7r,73,3,7,NA,NA,94,94,NA,NA,NA,33,NA,5,NA,3,NA,NA,96,NA,NA,95,NA,NA,6,4,NA,NA,95,NA,NA,NA,NA,95,90,95,NA,NA,NA,50,NA,2,NA,NA,0,3,89,4,NA,61,89,50,NA,NA,98,92,43,5,NA,17,NA,73,52,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,50,NA,NA,NA,NA,50,NA,NA,76,8,5,96,NA,3,NA,7,93,NA,11,91,NA,NA,NA,NA,86,90,96,2,4,NA,NA,6,5,NA,91,NA,NA,5,4,NA,3,NA,4,NA,90,88,3,NA,90,NA,NA,13,94,41,NA,NA,NA,NA,NA,84,NA,5,NA,NA,3,NA,3,1,3,93,6,50,11,NA,NA,3,NA,NA,43,3,4,86,NA,4,89,NA,NA,NA,84
1uspdqx9ql,NA,13,NA,NA,66,41,84,NA,NA,NA,NA,14,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,25,35,63,NA,17,NA,NA,13,61,NA,NA,NA,72,73,18,83,NA,76,81,22,25,NA,26,65,71,NA,50,NA,29,NA,NA,NA,72,72,NA,NA,NA,NA,63,NA,28,69,NA,NA,65,NA,65,28,NA,NA,NA,NA,20,NA,50,NA,NA,NA,NA,21,29,19,72,13,NA,83,11,NA,66,NA,NA,16,NA,NA,NA,70,NA,79,67,NA,NA,23,NA,NA,NA,NA,26,79,17,NA,NA,69,68,NA,NA,74,77,NA,NA,75,NA,26,NA,66,75,73,NA,NA,50,19,76,26,17,20,69,NA,NA,18,NA,17,22,21,NA,NA,NA,NA,15,21,29,50,30,NA,19,75,NA,68,NA,75,68,NA
6zfem4v590,66,NA,7,8,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,7,86,5,NA,NA,NA,88,NA,87,NA,5,NA,5,NA,5,93,NA,5,88,88,8,90,10,94,5,NA,NA,10,NA,NA,NA,NA,7,95,91,90,85,95,7,NA,NA,94,6,NA,NA,6,93,NA,NA,89,7,84,92,3,NA,7,NA,12,NA,NA,6,94,NA,NA,NA,NA,6,10,NA,NA,NA,11,6,90,NA,NA,12,NA,NA,93,NA,4,88,3,8,91,NA,7,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA,93,92,NA,91,96,NA,NA,92,NA,NA,3,4,NA,NA,88,NA,NA,NA,NA,6,6,5,NA,92,NA,5,9,NA,7,94,NA,NA,NA,92,NA,NA,NA,NA,93,92,NA,NA,NA,11,NA,92,92,NA,94
j3u36ws17d,39,NA,61,NA,NA,39,67,NA,64,64,NA,61,58,31,NA,NA,37,NA,NA,32,44,NA,26,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,52,NA,NA,50,NA,57,NA,NA,62,47,NA,59,NA,56,NA,NA,40,NA,NA,62,NA,55,NA,NA,38,NA,NA,58,NA,NA,61,NA,58,56,57,NA,NA,NA,NA,36,NA,58,NA,NA,57,34,28,NA,33,NA,62,NA,62,NA,34,34,NA,66,NA,39,NA,NA,44,NA,NA,NA,57,44,NA,57,44,53,55,NA,53,54,56,54,50,57,NA,NA,49,53,NA,NA,38,NA,68,50,NA,64,36,NA,60,65,NA,NA,58,NA,NA,58,NA,NA,44,67,NA,61,68,NA,31,41,36,59,NA,60,NA,60,NA,42,NA,NA,39,NA,63,NA,53
yy07t2mg4h,NA,67,7,NA,NA,NA,87,NA,NA,91,12,4,4,13,NA,65,NA,NA,NA,NA,NA,NA,67,70,NA,NA,18,96,NA,10,NA,NA,NA,86,82,8,11,NA,7,NA,NA,7,9,20,NA,NA,68,59,NA,NA,21,13,NA,NA,NA,54,24,NA,54,NA,57,NA,18,NA,58,NA,66,NA,26,NA,NA,NA,66,59,8,29,NA,61,NA,NA,NA,64,28,61,61,NA,NA,62,65,84,26,NA,NA,NA,NA,6,61,NA,84,90,NA,58,NA,NA,37,NA,NA,72,NA,76,4,NA,88,59,NA,38,NA,9,78,NA,60,NA,NA,8,NA,81,NA,NA,77,NA,62,NA,46,NA,26,64,35,NA,NA,56,NA,NA,NA,77,56,NA,80,NA,NA,NA,41,NA,6,NA,58,NA,NA,NA,89,70,55,62
5jm8sbbkys,NA,38,48,NA,29,48,57,NA,32,NA,55,NA,NA,NA,NA,NA,NA,49,43,NA,NA,32,47,NA,NA,NA,27,NA,49,NA,45,NA,NA,NA,55,42,42,43,40,NA,NA,38,49,12,NA,48,50,NA,NA,NA,NA,NA,50,47,35,49,NA,33,34,NA,49,NA,48,48,48,31,NA,39,NA,28,NA,NA,NA,49,NA,NA,48,NA,NA,NA,NA,NA,44,49,NA,NA,NA,NA,49,NA,50,42,51,NA,NA,35,53,50,NA,53,42,NA,NA,13,NA,NA,NA,NA,NA,48,NA,NA,48,NA,NA,32,NA,50,47,NA,NA,58,NA,43,NA,NA,38,NA,50,27,38,45,49,34,NA,41,NA,NA,31,NA,36,28,87,NA,NA,NA,NA,NA,NA,NA,50,48,42,47,24,50,50,44,NA,30,46,50
aujaqz4rqr,94,NA,0,NA,NA,88,NA,NA,NA,NA,91,0,0,0,0,NA,0,99,94,NA,NA,0,NA,9,24,NA,0,0,NA,NA,1,NA,NA,100,90,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,81,100,NA,100,NA,NA,0,NA,93,NA,0,0,NA,NA,NA,7,NA,NA,6,NA,NA,81,0,0,69,NA,NA,NA,0,99,57,NA,NA,100,NA,NA,0,0,92,0,0,98,0,100,NA,NA,100,NA,89,NA,17,98,NA,NA,100,68,73,NA,NA,NA,NA,100,NA,91,0,0,NA,NA,NA,NA,100,100,100,0,NA,NA,NA,22,0,NA,NA,87,76,80,NA,NA,69,NA,0,NA,NA,70,NA,NA,0,NA,84,NA,NA,NA,100,35,NA,0,NA,83,72,NA,0,NA,NA,89,NA,NA,100,99
ge63be0ggy,87,0,0,NA,NA,NA,38,NA,NA,NA,100,NA,NA,74,24,14,0,64,NA,66,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,11,80,NA,67,NA,0,100,NA,NA,43,NA,NA,35,33,NA,34,NA,31,NA,45,27,NA,NA,41,61,31,NA,32,NA,31,37,27,NA,33,41,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,63,NA,NA,38,NA,13,15,0,NA,NA,NA,63,11,31,NA,81,100,NA,NA,NA,NA,7,NA,NA,NA,26,NA,38,NA,28,NA,NA,NA,NA,39,NA,63,29,NA,NA,NA,40,62,33,61,100,NA,19,75,37,100,NA,NA,NA,45,NA,NA,39,40,NA,NA,43,43,NA,30,NA,100,68,0,23,21,NA,NA,16,NA,59,63,36,NA,61,0,NA,NA,60,36,39
a88l5djs1h,13,NA,NA,62,22,67,NA,32,16,74,NA,19,0,16,36,70,49,NA,81,43,NA,0,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,72,70,NA,13,NA,33,66,NA,NA,31,9,NA,66,NA,NA,62,NA,15,NA,NA,NA,81,NA,15,16,30,NA,72,3,18,69,35,NA,69,33,4,NA,NA,17,62,NA,25,NA,43,69,NA,NA,19,NA,NA,NA,72,NA,NA,61,7,NA,NA,NA,NA,NA,82,35,55,NA,NA,31,86,NA,43,NA,27,32,NA,59,36,79,NA,NA,57,NA,34,NA,58,38,NA,36,NA,77,39,60,NA,NA,72,65,NA,NA,67,NA,NA,18,NA,NA,19,25,33,NA,7,NA,NA,47,19,10,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,32,23,NA
okupmunhak,0,22,NA,NA,NA,NA,95,NA,NA,82,89,NA,1,16,23,100,10,4,77,NA,NA,1,NA,3,52,0,NA,NA,NA,2,NA,0,NA,NA,NA,NA,5,NA,NA,79,NA,31,70,25,NA,70,50,NA,63,NA,60,NA,NA,NA,NA,NA,33,22,NA,37,25,63,NA,NA,NA,68,NA,57,NA,NA,63,NA,16,28,24,23,NA,25,69,NA,NA,NA,79,0,NA,7,24,98,NA,76,NA,NA,80,NA,100,1,66,NA,62,100,7,25,NA,NA,66,33,34,70,71,34,62,NA,NA,NA,NA,NA,NA,NA,67,26,14,100,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,31,23,61,NA,NA,32,NA,NA,NA,NA,NA,59,58,NA,NA,NA,6,33,NA,NA,66,32,NA,24,16,NA,85,NA,35,NA
kqqryp5902,NA,0,NA,95,0,23,100,86,NA,100,70,0,NA,NA,NA,66,NA,100,0,NA,92,0,100,NA,NA,83,0,NA,0,15,NA,80,NA,86,NA,75,0,NA,NA,NA,22,0,NA,0,NA,78,0,NA,32,0,0,NA,18,84,NA,NA,NA,NA,NA,NA,12,NA,NA,86,NA,NA,NA,10,NA,12,69,0,0,66,13,8,92,NA,0,100,0,14,NA,NA,0,25,73,NA,8,NA,100,NA,15,NA,81,28,NA,NA,NA,NA,32,NA,NA,0,0,NA,88,100,13,100,NA,NA,100,NA,NA,0,NA,NA,NA,NA,NA,87,NA,NA,5,NA,NA,NA,NA,NA,NA,0,0,0,5,87,NA,NA,33,NA,NA,0,16,NA,NA,NA,NA,NA,20,27,0,NA,NA,NA,NA,NA,90,NA,71,NA,NA,19
7txo68nf96,97,4,NA,67,NA,8,NA,14,NA,NA,85,NA,5,6,NA,10,NA,65,NA,7,80,8,32,59,NA,NA,5,2,5,11,NA,79,80,NA,NA,NA,NA,68,5,24,26,NA,14,13,14,86,29,NA,50,NA,46,88,7,74,15,88,NA,NA,27,7,88,NA,22,NA,NA,NA,NA,67,NA,NA,NA,NA,49,NA,17,NA,84,29,13,95,17,61,NA,0,65,NA,NA,NA,NA,81,28,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,19,NA,74,NA,14,NA,NA,14,38,83,NA,13,66,72,NA,NA,NA,92,NA,NA,NA,NA,13,86,NA,NA,49,10,NA,NA,9,NA,NA,55,NA,NA,NA,NA,NA,NA,36,25,NA,NA,3,NA,13,40,NA,15,NA,64,56,NA,NA,55,NA,NA
3gpzyk9etx,89,48,6,NA,NA,NA,NA,100,NA,44,NA,NA,NA,NA,31,11,NA,100,NA,NA,NA,38,NA,NA,75,75,48,NA,NA,45,45,93,85,NA,NA,36,54,97,NA,NA,45,NA,NA,0,NA,NA,NA,79,NA,76,NA,NA,10,NA,NA,NA,NA,70,NA,52,NA,1,NA,81,5,NA,80,NA,8,23,84,NA,NA,74,0,47,72,NA,NA,78,3,NA,NA,3,85,49,23,99,NA,NA,NA,NA,NA,NA,94,43,NA,98,NA,NA,54,52,NA,3,NA,NA,100,NA,NA,NA,3,NA,NA,88,55,12,88,NA,25,52,49,NA,70,50,40,72,NA,NA,89,97,NA,18,35,8,19,NA,NA,NA,4,NA,NA,50,96,NA,NA,91,73,66,NA,50,NA,NA,NA,0,NA,100,NA,NA,65,NA,65,81
20cv32d14d,NA,20,81,NA,78,16,NA,64,35,36,65,NA,34,NA,39,NA,NA,NA,NA,22,36,23,75,37,NA,35,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,29,NA,73,31,NA,22,NA,NA,21,NA,16,27,NA,34,NA,66,20,61,NA,67,NA,NA,NA,5,NA,27,63,NA,70,NA,25,NA,NA,26,83,NA,NA,NA,36,63,NA,58,NA,NA,NA,NA,85,69,23,NA,NA,82,84,75,72,NA,33,NA,NA,NA,NA,32,47,27,73,NA,NA,88,0,0,72,NA,11,74,NA,18,NA,NA,61,NA,32,0,74,30,NA,NA,0,19,NA,NA,29,NA,68,24,67,NA,NA,35,0,NA,57,NA,18,NA,NA,58,69,NA,NA,NA,76,11,30,NA,21,NA,21,NA,NA
e6sjjrjgea,NA,NA,19,NA,8,NA,88,82,NA,NA,NA,29,67,NA,NA,NA,8,75,83,NA,NA,59,NA,73,91,NA,74,92,NA,83,81,NA,NA,69,NA,83,NA,78,NA,NA,NA,NA,80,3,68,NA,NA,80,79,64,NA,NA,83,82,14,NA,10,NA,NA,11,NA,19,NA,95,NA,33,NA,NA,20,NA,97,78,NA,94,17,NA,NA,23,NA,NA,NA,14,20,NA,NA,88,79,NA,NA,NA,NA,NA,13,NA,22,NA,91,65,87,70,5,NA,77,NA,NA,NA,80,NA,NA,88,15,26,NA,NA,13,NA,NA,80,87,93,72,NA,87,83,NA,41,68,NA,NA,91,NA,NA,16,NA,15,13,NA,NA,NA,NA,NA,71,NA,NA,23,17,80,91,90,29,20,17,NA,NA,70,NA,NA,14,NA,NA,66,90
rct00rnnr3,0,NA,76,72,NA,NA,79,0,63,100,NA,19,NA,100,87,NA,NA,NA,43,NA,NA,0,100,0,NA,NA,NA,NA,74,NA,NA,19,NA,NA,NA,100,68,79,NA,NA,NA,0,73,NA,NA,NA,NA,NA,0,100,NA,0,NA,NA,NA,0,NA,81,NA,NA,NA,80,NA,NA,0,NA,0,100,NA,0,NA,0,100,100,0,NA,NA,100,100,100,0,NA,NA,NA,100,93,93,100,100,86,NA,NA,NA,0,NA,0,69,NA,0,NA,NA,0,0,0,100,100,0,NA,NA,100,NA,NA,100,NA,19,0,NA,0,NA,NA,0,100,0,NA,NA,NA,0,NA,NA,0,NA,83,100,0,NA,NA,0,NA,NA,NA,0,NA,NA,81,NA,NA,42,87,NA,100,NA,NA,NA,NA,NA,75,0,100,0,100,100,0
pch7vfptdm,NA,0,7,100,NA,NA,NA,21,NA,85,NA,NA,NA,NA,NA,NA,5,83,79,NA,87,28,51,NA,68,NA,0,71,0,32,0,NA,81,NA,NA,66,NA,NA,0,NA,NA,NA,58,NA,16,76,NA,67,71,NA,55,NA,25,NA,72,NA,NA,NA,NA,0,56,0,18,74,22,27,59,60,NA,NA,28,56,NA,NA,NA,NA,NA,28,0,NA,NA,44,0,NA,NA,0,NA,83,NA,NA,NA,0,NA,6,71,NA,50,56,86,61,89,15,NA,0,NA,NA,75,75,NA,NA,NA,0,NA,NA,67,NA,85,73,NA,NA,53,NA,54,NA,NA,NA,55,0,NA,NA,62,0,23,NA,4,71,NA,NA,39,NA,NA,14,NA,NA,25,21,NA,NA,NA,NA,26,NA,NA,18,27,63,0,13,NA,NA,NA,66
ec9beceqm0,25,NA,74,26,23,NA,NA,77,84,26,NA,NA,79,26,28,72,NA,75,NA,70,NA,64,NA,33,82,27,NA,NA,NA,80,NA,71,10,26,NA,24,0,NA,0,NA,30,87,74,NA,NA,65,26,NA,NA,35,0,17,NA,23,NA,NA,71,NA,68,33,NA,NA,27,74,63,NA,20,NA,64,50,29,NA,30,66,NA,25,26,NA,31,62,NA,38,33,78,65,NA,NA,NA,NA,NA,39,0,NA,27,73,25,NA,NA,NA,NA,NA,NA,32,NA,80,33,24,17,NA,NA,61,NA,NA,28,31,74,51,NA,NA,37,50,33,NA,NA,NA,69,NA,NA,78,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,69,78,NA,NA,NA,27,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,79,NA,26,29
sjorwo7pg3,NA,0,0,0,0,NA,100,0,NA,NA,NA,NA,11,NA,NA,99,NA,NA,100,0,NA,NA,98,NA,2,NA,50,50,17,2,NA,6,NA,2,100,NA,17,NA,NA,NA,NA,6,NA,NA,50,NA,88,99,96,NA,2,50,0,4,50,NA,NA,7,NA,24,50,NA,3,NA,4,NA,81,NA,NA,50,19,NA,11,3,NA,NA,NA,90,NA,NA,NA,NA,98,1,8,100,NA,NA,NA,94,0,100,NA,100,94,NA,98,NA,98,1,NA,NA,NA,NA,5,NA,NA,82,NA,93,NA,NA,NA,NA,4,100,NA,82,NA,NA,94,NA,NA,100,2,1,100,NA,NA,NA,95,8,NA,NA,98,2,89,98,95,3,NA,3,NA,NA,NA,NA,96,NA,NA,0,85,2,NA,50,NA,NA,2,NA,NA,NA,50,50
njrkbr0cn2,NA,63,0,83,50,NA,NA,69,NA,NA,NA,NA,NA,0,40,100,5,NA,NA,64,NA,100,62,0,NA,100,46,68,10,NA,0,NA,100,NA,NA,100,NA,NA,NA,60,NA,0,NA,NA,NA,79,NA,78,95,NA,10,NA,11,100,44,NA,0,NA,8,3,100,NA,6,100,0,NA,NA,58,NA,55,NA,0,NA,NA,0,66,NA,91,2,NA,NA,43,0,NA,100,NA,NA,NA,NA,NA,53,NA,68,0,71,1,98,100,100,100,100,NA,NA,4,NA,NA,77,69,NA,NA,NA,0,78,64,78,NA,55,NA,NA,NA,36,NA,50,NA,0,NA,NA,66,NA,NA,79,NA,NA,NA,54,97,82,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,80,NA,0,29,75,0,NA,NA,100,91,NA
xulzrs0ge8,NA,50,74,NA,NA,NA,100,NA,0,81,NA,NA,NA,NA,NA,73,0,67,NA,NA,100,NA,NA,NA,NA,NA,100,0,0,43,0,100,NA,NA,100,22,0,100,84,1,21,NA,34,NA,0,89,0,100,NA,0,NA,NA,59,69,91,100,0,93,NA,NA,100,NA,NA,NA,NA,100,100,NA,NA,0,21,0,NA,NA,0,62,NA,NA,NA,100,NA,NA,0,NA,NA,100,46,NA,100,50,83,NA,NA,0,NA,NA,NA,100,100,NA,100,100,NA,0,NA,NA,NA,NA,NA,71,NA,NA,0,0,100,NA,NA,100,74,2,100,NA,NA,32,NA,100,NA,73,53,53,NA,NA,100,NA,NA,100,NA,NA,59,100,NA,92,52,NA,NA,0,NA,NA,17,NA,24,NA,100,67,NA,100,66,NA,NA,NA,NA,NA
xtf7quaxz2,73,NA,NA,NA,66,NA,NA,100,26,61,NA,0,34,63,62,NA,NA,NA,86,71,NA,39,32,35,NA,58,67,20,NA,32,NA,NA,NA,NA,NA,58,37,NA,NA,50,NA,26,NA,6,NA,NA,NA,71,72,81,NA,NA,72,NA,NA,66,21,NA,25,27,75,NA,23,23,22,65,NA,30,NA,NA,67,12,NA,NA,18,66,NA,NA,68,82,NA,43,27,NA,NA,NA,NA,58,NA,NA,6,NA,60,NA,NA,32,19,64,67,NA,65,NA,75,NA,25,NA,88,31,13,68,10,NA,64,NA,74,14,35,NA,68,NA,69,NA,73,NA,40,NA,NA,32,NA,64,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,75,NA,33,NA,61,NA,NA,68,NA,NA,NA,NA,19,67,0,28,73,NA,66,NA
chdt6ar13w,90,NA,1,NA,2,100,NA,NA,NA,NA,NA,0,0,NA,100,50,NA,87,100,100,100,NA,NA,81,NA,100,NA,0,NA,0,100,0,NA,100,NA,93,NA,NA,27,0,NA,NA,NA,0,0,100,NA,NA,100,100,NA,100,0,NA,100,100,0,0,100,0,100,NA,NA,100,1,NA,NA,0,0,0,100,NA,NA,NA,NA,NA,0,NA,0,100,NA,NA,0,100,93,NA,100,66,NA,NA,79,0,23,NA,NA,NA,100,26,NA,NA,NA,NA,0,NA,NA,0,50,100,NA,50,0,0,0,NA,100,0,100,NA,100,100,NA,86,1,NA,0,NA,68,67,NA,100,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,84,NA,NA,0,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
prbw3tnn66,63,66,NA,63,NA,57,NA,69,31,66,49,27,NA,NA,23,NA,NA,NA,NA,78,78,63,60,NA,61,NA,NA,NA,50,38,NA,NA,74,98,NA,35,61,84,20,47,57,76,NA,NA,43,33,NA,NA,71,66,NA,NA,36,16,85,35,NA,NA,13,3,74,34,42,NA,70,44,62,NA,NA,NA,26,42,NA,64,NA,NA,79,75,43,NA,17,43,NA,NA,NA,NA,NA,NA,NA,67,NA,46,NA,35,NA,NA,NA,56,NA,100,71,16,NA,56,29,23,76,NA,53,NA,NA,NA,NA,64,NA,41,74,64,NA,NA,NA,72,84,NA,1,88,54,NA,NA,57,NA,6,NA,66,NA,NA,73,NA,39,NA,NA,40,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,22,30,NA,NA,NA,NA
blrn1tvret,53,NA,44,NA,45,NA,43,NA,NA,NA,NA,54,43,44,NA,NA,NA,NA,44,41,47,48,NA,52,61,57,44,NA,NA,NA,NA,NA,53,NA,NA,NA,43,NA,56,45,47,NA,47,55,46,NA,41,NA,NA,55,NA,NA,59,NA,60,52,NA,38,NA,NA,NA,NA,76,NA,48,45,60,58,NA,53,67,NA,NA,56,NA,NA,NA,NA,46,NA,53,NA,NA,17,NA,57,NA,54,46,54,43,36,NA,NA,NA,NA,NA,28,43,39,40,NA,52,NA,53,NA,46,50,NA,NA,51,NA,NA,NA,59,53,NA,NA,53,41,55,54,NA,NA,NA,NA,54,NA,46,43,NA,43,NA,53,53,NA,54,59,NA,NA,47,NA,32,NA,NA,56,44,33,NA,NA,48,52,55,NA,47,54,43,58,NA,NA,NA,NA
2zm8dae6p3,NA,NA,NA,NA,NA,NA,93,NA,86,19,NA,NA,NA,79,NA,NA,90,21,NA,NA,94,NA,82,96,89,NA,NA,91,NA,21,94,NA,100,NA,78,NA,88,NA,NA,86,93,86,88,NA,NA,87,NA,90,96,NA,NA,91,NA,63,NA,96,7,NA,NA,NA,NA,85,95,NA,NA,NA,92,NA,NA,NA,95,NA,19,NA,NA,95,NA,11,90,NA,NA,97,76,95,20,19,NA,NA,98,6,NA,9,NA,6,NA,78,NA,NA,93,95,NA,55,94,11,NA,20,NA,89,95,NA,73,NA,NA,98,7,NA,NA,91,93,NA,83,NA,58,NA,NA,34,NA,23,NA,84,90,NA,94,NA,NA,7,NA,97,NA,95,NA,NA,NA,95,92,NA,NA,86,88,9,97,NA,95,10,95,99,84,92,90,NA,NA,NA
