"Participant","Condition","Item","Nature","Correct","True_Positive","True_Negative","False_Positive","False_Negative","Manipulative"
"S018","Pre-test","PRE_8","Manipulative",0,0,0,0,1,0
"S018","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S018","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S018","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S018","Post-test","POST_1","NonManipulative",0,0,0,1,0,1
"S018","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S018","Post-test","POST_3","Manipulative",0,0,0,0,1,0
"S018","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S018","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S018","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S018","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S018","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S018","Post-test","POST_7","Manipulative",0,0,0,0,1,0
"S018","Post-test","POST_10","Manipulative",0,0,0,0,1,0
"S018","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S018","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S019","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S019","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S019","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S019","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S019","Pre-test","PRE_3","Manipulative",0,0,0,0,1,0
"S019","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S019","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S019","Pre-test","PRE_1","Manipulative",0,0,0,0,1,0
"S019","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S019","Pre-test","PRE_6","Manipulative",0,0,0,0,1,0
"S019","Pre-test","PRE_10","Manipulative",0,0,0,0,1,0
"S019","Pre-test","PRE_7","NonManipulative",0,0,0,1,0,1
"S019","Post-test","POST_1","NonManipulative",0,0,0,1,0,1
"S019","Post-test","POST_4","NonManipulative",0,0,0,1,0,1
"S019","Post-test","POST_3","Manipulative",0,0,0,0,1,0
"S019","Post-test","POST_9","NonManipulative",0,0,0,1,0,1
"S019","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S019","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S019","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S019","Post-test","POST_8","Manipulative",0,0,0,0,1,0
"S019","Post-test","POST_7","Manipulative",0,0,0,0,1,0
"S019","Post-test","POST_10","Manipulative",0,0,0,0,1,0
"S019","Post-test","POST_5","NonManipulative",0,0,0,1,0,1
"S019","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S020","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S020","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S020","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S020","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S020","Pre-test","PRE_3","Manipulative",0,0,0,0,1,0
"S020","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S020","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S020","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S020","Pre-test","PRE_8","Manipulative",0,0,0,0,1,0
"S020","Pre-test","PRE_6","Manipulative",0,0,0,0,1,0
"S020","Pre-test","PRE_10","Manipulative",0,0,0,0,1,0
"S020","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S020","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S020","Post-test","POST_4","NonManipulative",0,0,0,1,0,1
"S020","Post-test","POST_3","Manipulative",0,0,0,0,1,0
"S020","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S020","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S020","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S020","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S020","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S020","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S020","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S020","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S020","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S021","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S021","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S021","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S021","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S021","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S021","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S021","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S021","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S021","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S021","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S021","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S021","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S021","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S021","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S021","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S021","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S021","Post-test","POST_6","Manipulative",0,0,0,0,1,0
"S021","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S021","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S021","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S021","Post-test","POST_7","Manipulative",0,0,0,0,1,0
"S021","Post-test","POST_10","Manipulative",0,0,0,0,1,0
"S021","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S021","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S022","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S022","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S022","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S022","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S022","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S022","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S022","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S022","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S022","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S022","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S022","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S022","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S022","Post-test","POST_1","NonManipulative",0,0,0,1,0,1
"S022","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S022","Post-test","POST_3","Manipulative",0,0,0,0,1,0
"S022","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S022","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S022","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S022","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S022","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S022","Post-test","POST_7","Manipulative",0,0,0,0,1,0
"S022","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S022","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S022","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S023","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S023","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S023","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S023","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S023","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S023","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S023","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S023","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S023","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S023","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S023","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S023","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S023","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S023","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S023","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S023","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S023","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S023","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S023","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S023","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S023","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S023","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S023","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S023","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S024","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S024","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S024","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S024","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S024","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S024","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S024","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S024","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S024","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S024","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S024","Pre-test","PRE_10","Manipulative",0,0,0,0,1,0
"S024","Pre-test","PRE_7","NonManipulative",0,0,0,1,0,1
"S024","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S024","Post-test","POST_4","NonManipulative",0,0,0,1,0,1
"S024","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S024","Post-test","POST_9","NonManipulative",0,0,0,1,0,1
"S024","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S024","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S024","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S024","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S024","Post-test","POST_7","Manipulative",0,0,0,0,1,0
"S024","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S024","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S024","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S025","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S025","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S025","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S025","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S025","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S025","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S025","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S025","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S025","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S025","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S025","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S025","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S025","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S025","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S025","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S025","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S025","Post-test","POST_6","Manipulative",0,0,0,0,1,0
"S025","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S025","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S025","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S025","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S025","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S025","Post-test","POST_5","NonManipulative",0,0,0,1,0,1
"S025","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S026","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S026","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S026","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S026","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S026","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S026","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S026","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S026","Pre-test","PRE_1","Manipulative",0,0,0,0,1,0
"S026","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S026","Pre-test","PRE_6","Manipulative",0,0,0,0,1,0
"S026","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S026","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S026","Post-test","POST_1","NonManipulative",0,0,0,1,0,1
"S026","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S026","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S026","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S026","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S026","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S026","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S026","Post-test","POST_8","Manipulative",0,0,0,0,1,0
"S026","Post-test","POST_7","Manipulative",0,0,0,0,1,0
"S026","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S026","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S026","Post-test","POST_2","Manipulative",0,0,0,0,1,0
"S027","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S027","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S027","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S027","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S027","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S027","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S027","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S027","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S027","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S027","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S027","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S027","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S027","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S027","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S027","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S027","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S027","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S027","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S027","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S027","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S027","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S027","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S027","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S027","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S028","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S028","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S028","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S028","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S028","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S028","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S028","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S028","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S028","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S028","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S028","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S028","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S028","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S028","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S028","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S028","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S028","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S028","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S028","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S028","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S028","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S028","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S028","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S028","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S029","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S029","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S029","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S029","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S029","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S029","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S029","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S029","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S029","Pre-test","PRE_8","Manipulative",0,0,0,0,1,0
"S029","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S029","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S029","Pre-test","PRE_7","NonManipulative",0,0,0,1,0,1
"S029","Post-test","POST_1","NonManipulative",0,0,0,1,0,1
"S029","Post-test","POST_4","NonManipulative",0,0,0,1,0,1
"S029","Post-test","POST_3","Manipulative",0,0,0,0,1,0
"S029","Post-test","POST_9","NonManipulative",0,0,0,1,0,1
"S029","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S029","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S029","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S029","Post-test","POST_8","Manipulative",0,0,0,0,1,0
"S029","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S029","Post-test","POST_10","Manipulative",0,0,0,0,1,0
"S029","Post-test","POST_5","NonManipulative",0,0,0,1,0,1
"S029","Post-test","POST_2","Manipulative",0,0,0,0,1,0
"S030","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S030","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S030","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S030","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S030","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S030","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S030","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S030","Pre-test","PRE_1","Manipulative",0,0,0,0,1,0
"S030","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S030","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S030","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S030","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S030","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S030","Post-test","POST_4","NonManipulative",0,0,0,1,0,1
"S030","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S030","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S030","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S030","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S030","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S030","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S030","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S030","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S030","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S030","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S031","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S031","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S031","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S031","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S031","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S031","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S031","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S031","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S031","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S031","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S031","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S031","Pre-test","PRE_7","NonManipulative",0,0,0,1,0,1
"S031","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S031","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S031","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S031","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S031","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S031","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S031","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S031","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S031","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S031","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S031","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S031","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S032","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S032","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S032","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S032","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S032","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S032","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S032","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S032","Pre-test","PRE_1","Manipulative",0,0,0,0,1,0
"S032","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S032","Pre-test","PRE_6","Manipulative",0,0,0,0,1,0
"S032","Pre-test","PRE_10","Manipulative",0,0,0,0,1,0
"S032","Pre-test","PRE_7","NonManipulative",0,0,0,1,0,1
"S032","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S032","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S032","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S032","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S032","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S032","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S032","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S032","Post-test","POST_8","Manipulative",0,0,0,0,1,0
"S032","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S032","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S032","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S032","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S033","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S033","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S033","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S033","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S033","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S033","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S033","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S033","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S033","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S033","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S033","Pre-test","PRE_10","Manipulative",0,0,0,0,1,0
"S033","Pre-test","PRE_7","NonManipulative",0,0,0,1,0,1
"S033","Post-test","POST_1","NonManipulative",0,0,0,1,0,1
"S033","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S033","Post-test","POST_3","Manipulative",0,0,0,0,1,0
"S033","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S033","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S033","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S033","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S033","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S033","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S033","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S033","Post-test","POST_5","NonManipulative",0,0,0,1,0,1
"S033","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S034","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S034","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S034","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S034","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S034","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S034","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S034","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S034","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S034","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S034","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S034","Pre-test","PRE_10","Manipulative",0,0,0,0,1,0
"S034","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S034","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
