"Participant","Item","Realness","Condition","Nature","Topic","Intervention","Correct","True_Positive","True_Negative","False_Positive","False_Negative"
"S004","MIST_fake_general_7",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_real_general_21",1,"Posttest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_fake_general_16",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_real_covid_10",1,"Posttest","Real","Covid","Tetris",1,0,1,0,0
"S004","MIST_real_general_10",0,"Posttest","Real","General","Tetris",0,0,0,1,0
"S004","MIST_fake_general_22",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_real_general_16",1,"Posttest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_real_general_24",1,"Posttest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_fake_covid_5",1,"Posttest","Fake","Covid","Tetris",0,0,0,0,1
"S004","MIST_real_general_13",0,"Posttest","Real","General","Tetris",0,0,0,1,0
"S004","MIST_fake_general_6",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_fake_general_8",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_real_general_18",0.71,"Posttest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_fake_general_12",0.35,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_fake_general_1",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_fake_general_15",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_fake_covid_9",0.71,"Posttest","Fake","Covid","Tetris",0,0,0,0,1
"S004","MIST_fake_general_13",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_real_general_8",0,"Posttest","Real","General","Tetris",0,0,0,1,0
"S004","MIST_real_general_4",0,"Posttest","Real","General","Tetris",0,0,0,1,0
"S004","MIST_real_covid_7",1,"Posttest","Real","Covid","Tetris",1,0,1,0,0
"S004","MIST_real_covid_4",0.13,"Posttest","Real","Covid","Tetris",0,0,0,1,0
"S004","MIST_fake_covid_6",0.76,"Posttest","Fake","Covid","Tetris",0,0,0,0,1
"S004","MIST_real_general_7",0,"Posttest","Real","General","Tetris",0,0,0,1,0
"S004","MIST_real_general_30",0.8,"Posttest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_real_general_19",0.78,"Posttest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_fake_covid_8",0.63,"Posttest","Fake","Covid","Tetris",0,0,0,0,1
"S004","MIST_real_general_3",0.71,"Posttest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_real_covid_6",1,"Posttest","Real","Covid","Tetris",1,0,1,0,0
"S005","MIST_fake_general_2",0.57,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S005","MIST_fake_general_5",0.39,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S005","MIST_fake_covid_3",0,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S005","MIST_real_covid_9",0.57,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S005","MIST_real_general_22",0.28,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S005","MIST_real_general_29",1,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S005","MIST_real_general_4",0.51,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S005","MIST_real_general_18",0.24,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S005","MIST_fake_general_20",0.25,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S005","MIST_real_covid_2",0.76,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S005","MIST_fake_general_29",0,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S005","MIST_fake_general_12",0.54,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S005","MIST_fake_covid_10",0.57,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S005","MIST_real_general_11",0,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S005","MIST_real_general_20",1,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S005","MIST_real_general_27",0.33,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S005","MIST_fake_general_25",0.29,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S005","MIST_real_covid_5",0,"Pretest","Real","Covid","BadNewsGame",0,0,0,1,0
"S005","MIST_fake_general_13",0.49,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S005","MIST_fake_general_24",0,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S005","MIST_fake_covid_1",0.7,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S005","MIST_real_covid_8",0.85,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S005","MIST_fake_general_28",0.31,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S005","MIST_real_general_10",0,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S005","MIST_real_general_24",0.01,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S005","MIST_fake_covid_7",0.22,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S005","MIST_fake_covid_2",0.61,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S005","MIST_fake_general_6",0.59,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S005","MIST_real_general_13",0,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S005","MIST_fake_general_17",0.54,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S005","MIST_real_general_23",0.62,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S005","MIST_real_general_7",0.3,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S005","MIST_real_covid_10",0.5,"Pretest","Real","Covid","BadNewsGame",0,0,0,0,0
"S005","MIST_real_general_26",0,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S005","MIST_real_general_9",0.17,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S005","MIST_fake_general_10",0.54,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S005","MIST_fake_general_23",0,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S005","MIST_fake_general_7",0.46,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S005","MIST_real_general_21",0.67,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S005","MIST_fake_general_14",0.42,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S005","MIST_real_general_19",0.63,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S005","MIST_real_covid_3",0.26,"Posttest","Real","Covid","BadNewsGame",0,0,0,1,0
"S005","MIST_fake_general_30",0.56,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S005","MIST_real_covid_6",0.61,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S005","MIST_fake_covid_4",0,"Posttest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S005","MIST_fake_general_16",0.54,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S005","MIST_fake_general_22",0.5,"Posttest","Fake","General","BadNewsGame",0,0,0,0,0
"S005","MIST_fake_general_19",0,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S005","MIST_fake_general_18",0.32,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S005","MIST_real_general_2",0,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S005","MIST_fake_general_3",0.55,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S005","MIST_fake_general_9",0,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S005","MIST_fake_general_11",0.05,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S005","MIST_fake_general_8",0.64,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S005","MIST_real_general_15",1,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S005","MIST_real_general_1",0.68,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S005","MIST_real_covid_7",0.67,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S005","MIST_real_general_28",0.14,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S005","MIST_real_general_5",0.67,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S005","MIST_fake_general_1",0,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S005","MIST_fake_covid_6",0.58,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S005","MIST_real_general_3",0.51,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S005","MIST_real_general_31",0.15,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S005","MIST_fake_general_15",0.58,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S005","MIST_real_general_25",0.3,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S005","MIST_fake_general_27",0.5,"Posttest","Fake","General","BadNewsGame",0,0,0,0,0
"S005","MIST_real_covid_4",0.75,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S005","MIST_fake_covid_9",0.24,"Posttest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S005","MIST_real_general_8",0.13,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S005","MIST_fake_covid_5",0.37,"Posttest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S005","MIST_fake_covid_8",0.17,"Posttest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S005","MIST_real_general_12",0,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S005","MIST_fake_general_21",0,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S005","MIST_real_general_17",0.53,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S005","MIST_fake_general_4",0.08,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S005","MIST_real_general_14",0,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S005","MIST_real_covid_1",0.22,"Posttest","Real","Covid","BadNewsGame",0,0,0,1,0
"S005","MIST_fake_general_26",0.64,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S005","MIST_real_general_30",0.22,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S005","MIST_real_general_6",0.85,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S005","MIST_real_general_16",0.5,"Posttest","Real","General","BadNewsGame",0,0,0,0,0
"S006","MIST_real_general_23",0.61,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S006","MIST_real_general_18",0.3,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S006","MIST_real_general_7",0.31,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S006","MIST_real_covid_8",0.27,"Pretest","Real","Covid","BadNewsGame",0,0,0,1,0
"S006","MIST_fake_general_21",0.36,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_real_general_31",0.67,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S006","MIST_real_general_30",0.26,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S006","MIST_fake_general_9",0.23,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_fake_covid_5",0.83,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S006","MIST_fake_general_17",0.13,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_fake_general_13",0.26,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_real_general_1",0.27,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S006","MIST_fake_general_28",0.73,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S006","MIST_fake_general_12",0.38,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_real_covid_5",0.36,"Pretest","Real","Covid","BadNewsGame",0,0,0,1,0
"S006","MIST_real_general_6",0.86,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S006","MIST_real_general_2",0.28,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S006","MIST_fake_general_23",0.35,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_fake_covid_4",0.19,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S006","MIST_real_general_10",0.2,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S006","MIST_real_general_21",0.65,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S006","MIST_fake_general_5",0.22,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_real_general_29",0.71,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S006","MIST_fake_covid_9",0.3,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S006","MIST_real_general_22",0.34,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S006","MIST_fake_general_30",0.25,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_fake_general_25",0.29,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_fake_general_16",0.34,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_real_general_14",0.22,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S006","MIST_real_general_19",0.36,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S006","MIST_fake_general_6",0.39,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_real_covid_1",0.63,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S006","MIST_fake_general_10",0.78,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S006","MIST_fake_general_19",0.62,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S006","MIST_real_covid_3",0.35,"Pretest","Real","Covid","BadNewsGame",0,0,0,1,0
"S006","MIST_real_general_17",0.3,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S006","MIST_fake_general_24",0.34,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_fake_covid_2",0.35,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S006","MIST_real_covid_4",0.64,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S006","MIST_fake_covid_3",0.39,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S006","MIST_fake_general_11",0.06,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_real_general_16",0.67,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S006","MIST_fake_general_22",0.72,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S006","MIST_real_general_13",0.09,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S006","MIST_real_general_26",0.73,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S006","MIST_real_general_8",0.09,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S006","MIST_real_general_24",0.81,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S006","MIST_real_general_9",0.07,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S006","MIST_real_covid_7",0.21,"Posttest","Real","Covid","BadNewsGame",0,0,0,1,0
"S006","MIST_fake_general_18",0.13,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_fake_covid_6",0.88,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S006","MIST_fake_general_4",0.16,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_fake_general_29",0.18,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_real_general_27",0.87,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S006","MIST_fake_general_27",0.08,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_fake_general_20",0.34,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_real_covid_2",0.82,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S006","MIST_real_general_3",0.66,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S006","MIST_fake_general_1",0.19,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_real_general_20",0.31,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S006","MIST_real_general_4",0.32,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S006","MIST_fake_general_14",0.13,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_real_covid_10",0.81,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S006","MIST_fake_covid_1",0.73,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S006","MIST_real_general_25",0.24,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S006","MIST_real_general_11",0.15,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S006","MIST_fake_general_26",0.1,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_real_covid_6",0.71,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S006","MIST_real_general_12",0.27,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S006","MIST_fake_general_3",0.17,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_fake_covid_10",0.27,"Posttest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S006","MIST_fake_covid_7",0.75,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S006","MIST_fake_general_8",0.28,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_real_covid_9",0.39,"Posttest","Real","Covid","BadNewsGame",0,0,0,1,0
"S006","MIST_fake_general_7",0.31,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_fake_general_15",0.12,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S006","MIST_fake_general_2",0.77,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S006","MIST_real_general_5",0.7,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S006","MIST_real_general_28",0.73,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S006","MIST_fake_covid_8",0.71,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S006","MIST_real_general_15",0.2,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S007","MIST_fake_general_23",0,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S007","MIST_real_general_11",0.17,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S007","MIST_real_general_12",0,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S007","MIST_real_general_14",0,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S007","MIST_fake_covid_2",0.77,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S007","MIST_real_general_19",0.76,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S007","MIST_fake_general_8",0,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S007","MIST_fake_general_13",0.5,"Pretest","Fake","General","BadNewsGame",0,0,0,0,0
"S007","MIST_fake_general_27",0.09,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S007","MIST_real_covid_6",1,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S007","MIST_fake_covid_4",0,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S007","MIST_fake_general_28",0.73,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S007","MIST_fake_covid_7",1,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S007","MIST_fake_covid_6",0.14,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S007","MIST_real_general_6",0.86,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S007","MIST_fake_general_21",0,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S007","MIST_real_general_16",0.9,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S007","MIST_real_covid_5",1,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S007","MIST_real_general_2",0.21,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S007","MIST_fake_general_14",0.66,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S007","MIST_real_general_7",0.77,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S007","MIST_real_general_22",0.8,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S007","MIST_fake_general_24",0.18,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S007","MIST_real_general_18",0.82,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S007","MIST_fake_general_17",0.06,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S007","MIST_real_general_17",0.82,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S007","MIST_real_covid_8",0.9,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S007","MIST_real_covid_9",0.87,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S007","MIST_real_general_8",0.24,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S007","MIST_real_general_20",0.79,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S007","MIST_fake_general_26",0.23,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S007","MIST_real_covid_3",0.86,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S007","MIST_fake_general_10",0.86,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S007","MIST_fake_general_5",0.8,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S007","MIST_fake_covid_1",0.86,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S007","MIST_fake_general_7",0.21,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S007","MIST_real_general_1",0.18,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S007","MIST_real_general_4",0.28,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S007","MIST_fake_general_19",0.49,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S007","MIST_fake_general_29",0.51,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S007","MIST_real_general_25",0.76,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S007","MIST_fake_general_11",0.12,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S007","MIST_real_general_27",0.9,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S007","MIST_fake_covid_8",0.94,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S007","MIST_fake_general_2",0.14,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S007","MIST_real_covid_7",0.86,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S007","MIST_real_general_15",0.86,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S007","MIST_fake_covid_10",0.22,"Posttest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S007","MIST_fake_general_15",0.77,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S007","MIST_real_general_3",0.79,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S007","MIST_fake_general_20",0.2,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S007","MIST_fake_covid_9",0.81,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S007","MIST_real_general_5",0.82,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S007","MIST_fake_general_18",0.14,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S007","MIST_fake_general_4",0.18,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
