"Participant","Sample","Experiment_Duration","Date","Time","Browser","Mobile","Platform","Screen_Width","Screen_Height","Gender","Education","Age","Ethnicity","COVID_Vaccination","FakeNews_SubjectiveDiscrimination","BFI_Duration","BFI10_1","BFI10_2","BFI10_3","BFI10_4","BFI10_5","BFI10_6","BFI10_7","BFI10_8","BFI10_9","BFI10_10","VSA_Duration","VSA_1","VSA_2","VSA_3","VSA_4","VSA_5","VSA_6","ANES_Duration","Political_Ideology","Political_Affiliation","GCBS_Duration","GCBS15_13","GCBS15_10","GCBS15_15","GCBS15_8","GCBS15_2","GCBS15_1","GCBS15_12","GCBS15_14","GCBS15_3","GCBS15_9","GCBS15_7","GCBS15_4","GCBS15_11","GCBS15_5","GCBS15_6","Intervention_Questions_Confidence","Intervention","Intervention_Duration","Intervention_Questions_Score","Intervention_Questions_Duration","Intervention_Questions_Favorite","Intervention_Questions_Repeat","Intervention_Questions_Recommend","MOCRI_PRE_2_NonManipulative","MOCRI_PRE_11_NonManipulative","MOCRI_PRE_12_Manipulative","MOCRI_PRE_4_NonManipulative","MOCRI_PRE_3_Manipulative","MOCRI_PRE_9_NonManipulative","MOCRI_PRE_5_NonManipulative","MOCRI_PRE_1_Manipulative","MOCRI_PRE_8_Manipulative","MOCRI_PRE_6_Manipulative","MOCRI_PRE_10_Manipulative","MOCRI_PRE_7_NonManipulative","MOCRI_POST_1_NonManipulative","MOCRI_POST_4_NonManipulative","MOCRI_POST_3_Manipulative","MOCRI_POST_9_NonManipulative","MOCRI_POST_6_Manipulative","MOCRI_POST_11_NonManipulative","MOCRI_POST_12_NonManipulative","MOCRI_POST_8_Manipulative","MOCRI_POST_7_Manipulative","MOCRI_POST_10_Manipulative","MOCRI_POST_5_NonManipulative","MOCRI_POST_2_Manipulative"
"S225","USA",51.8524833333333,"18/10/2024","06:54:02","chrome","false","Windows 10",2560,1271,"Man","High School",33,"Caucasian/Japanese","No","likely",0.610666666666667,1,1,0,3,1,3,3,4,1,3,1.11525,3,2,2,7,7,5,0.226433333333333,"Slightly Conservative","Republican",4.00336666666667,1,4,4,1,3,3,3,3,1,1,3,3,3,1,1,"Slightly improved","BadNewsGame",20.6418,"17125",1.21618333333333,"The callous attitude of the prompts","maybe","maybe",1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S226","USA",31.50495,"18/10/2024","07:18:18","chrome","false","Windows 10",1366,625,"Man","Master",70,"White","Yes","likely",0.599566666666667,3,4,0,3,3,1,0,4,0,2,0.464333333333333,2,0,0,8,3,5,0.1347,"Liberal","None or Independent",1.37243333333333,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"No impact","Tetris",11.5185666666667,"14500",0.55625,"erecall when i used to play regularly","no","unsure",1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0
"S227","USA",47.9090666666667,"18/10/2024","07:29:54","chrome","false","Windows 10",1600,773,"Woman","High School",66,"White","Yes","likely",1.70445,4,4,0,3,3,1,1,3,2,1,1.38305,2,4,2,7,6,6,0.144216666666667,"Moderate","None or Independent",3.20218333333333,2,2,4,3,2,3,2,2,1,1,2,3,3,3,2,"Slightly declined","BadNewsGame",18.67235,"4989",0.928483333333333,"the humor and mems","no","no",1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
"S228","USA",54.64205,"18/10/2024","06:06:11","chrome","false","Windows 10",1366,599,"Woman","High School",42,"black","No","Unsure/Refuse to answer",1.4426,4,1,2,2,3,1,3,2,3,4,0.460416666666667,4,4,4,7,5,5,0.0810166666666667,"Moderate","None or Independent",1.23808333333333,2,2,3,3,2,2,3,2,3,3,2,3,2,2,2,"No impact","Tetris",36.8493666666667,"4000",2.07631666666667,"having a sense of control to move the blocks wherever i want ","yes","yes",1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"S229","USA",37.356,"18/10/2024","08:49:17","chrome","false","Windows 10",1536,791,"Man","Bachelor",56,"Latin","Yes","unlikely",0.9478,4,1,3,0,1,0,3,3,4,3,0.752433333333333,6,2,0,8,5,5,0.1789,"Slightly Liberal","Democrat",1.57011666666667,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,"Improved","BadNewsGame",15.8028833333333,"5400",1.72125,"the outrageousness","yes","yes",1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0
"S230","USA",46.8632333333333,"18/10/2024","06:28:56","chrome","false","Windows 10",1366,667,"Woman","Doctorate",55,"Caucasian","Yes","likely",0.6892,4,4,0,4,0,4,0,4,0,4,1.13816666666667,0,8,8,8,6,7,0.308616666666667,"Conservative","Republican",3.28048333333333,2,4,4,2,4,1,4,3,0,0,1,0,3,4,0,"Greatly improved","BadNewsGame",25.0045333333333,"9000",1.57896666666667,"emotional component","Yes","Yes",1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
"S231","USA",18.9335833333333,"18/10/2024","09:19:58","chrome","false","Windows 10",1368,775,"Woman","Bachelor",55,"Asian","Yes","likely",0.546833333333333,4,4,3,2,3,3,2,4,4,2,0.4696,6,6,4,6,6,4,0.0872,"Don't Know","None or Independent",1.17015,2,3,3,3,3,2,3,3,2,3,3,2,2,2,2,"Improved","BadNewsGame",8.73703333333333,"5.323",0.60865,"The choose you own option","Yes","Yes",1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
"S232","USA",34.5396666666667,"18/10/2024","07:22:31","firefox","false","Windows 10",1536,676,"Woman","High School",55,"Caucasian","Yes","likely",1.5249,3,0,1,1,3,0,3,4,3,3,1.01763333333333,2,6,0,8,4,1,0.309533333333333,"Liberal","Democrat",1.66888333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"No impact","Tetris",17.9404,"7139",1.07765,"The 'bloopy' sound. :-)","Maybe","Yes",1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S233","USA",52.55765,"04/11/2024","09:19:55","chrome","false","Windows 10",1478,673,"Woman","Master",73,"Caucasian","Yes","Unsure/Refuse to answer",1.12698333333333,3,1,1,2,1,2,2,3,2,1,1.54831666666667,4,2,5,7,7,2,0.3372,"Liberal","Democrat",3.57523333333333,1,1,3,1,1,0,1,0,0,1,0,0,0,1,1,"No impact","BadNewsGame",13.3597166666667,"1000",1.16291666666667,"the prompts","No","No",1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0
"S234","USA",25.5285,"18/10/2024","06:48:49","chrome","false","Windows 10",1366,641,"Man","Bachelor",50,"White","Yes","likely",0.6245,3,4,0,3,3,4,3,4,3,3,0.802083333333333,3,6,7,3,3,6,0.1573,"Conservative","Republican",2.30841666666667,3,1,4,3,3,1,3,1,3,3,3,3,3,3,1,"Improved","Tetris",13.49435,"3200",0.740333333333333,"the colors and the arrangement of blocks","yes","yes",0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
"S235","USA",50.5052,"18/10/2024","07:35:29","chrome","false","Windows 10",1366,657,"Man","High School",60,"black","Unsure/Refuse to answer","likely",1.68351666666667,3,1,0,1,1,3,1,4,1,1,1.60118333333333,0,6,8,3,0,4,1.18173333333333,"Liberal","Democrat",3.68375,3,2,4,4,4,0,3,2,0,4,3,4,3,4,1,"Unsure/refuse to answer","BadNewsGame",28.5888166666667,"16.000",0.6836,"i forgot","yes","yes",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"S236","USA",32.9107166666667,"04/11/2024","07:07:55","chrome","false","Windows 10",500,876,"Man","Bachelor",65,"asian","Yes","very unlikely",1.3894,4,4,2,4,3,1,1,3,1,4,0.590216666666667,0,6,1,6,1,8,0.127583333333333,"Conservative","Republican",1.71475,2,4,4,4,4,4,4,4,4,3,4,2,4,4,3,"Improved","Tetris",13.0360166666667,"1650",0.643316666666667,"speed of the tiles","yes","no",0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1
"S237","USA",67.6576166666667,"18/10/2024","07:48:09","chrome","true","Android OS",980,1786,"Man","Bachelor",35,"Native American ","Yes","likely",0.71375,1,3,0,4,1,4,0,4,0,4,2.03291666666667,2,6,4,6,4,6,0.265933333333333,"Slightly Liberal","Democrat",27.76275,0,3,4,0,2,1,2,1,0,0,2,1,2,0,1,"No impact","Tetris",11.0496666666667,"17500",1.94326666666667,"Quick decision making to keep the blocks from over stacking and trying to complete lines to score","Yes","Yes",0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0
"S238","USA",31.1810666666667,"18/10/2024","07:18:08","chrome","false","Windows 10",1280,593,"Woman","High School",29,"Caucasian","Yes","likely",0.549933333333333,4,1,2,3,0,0,3,4,4,4,0.532716666666667,5,6,1,7,0,8,0.259933333333333,"Slightly Conservative","None or Independent",2.03078333333333,2,2,4,3,0,2,0,2,1,1,1,2,3,0,3,"No impact","Tetris",13.3603333333333,"8000",0.5913,"Trying to decide where the pieces would fit best.","Yes","Yes",1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0
"S239","USA",36.9162333333333,"18/10/2024","07:23:21","chrome","false","Windows 10",1086,612,"Man","Bachelor",49,"Caucasian","Yes","likely",1.0744,4,3,0,0,1,1,3,4,4,3,0.865633333333333,6,1,0,8,2,5,0.235916666666667,"Slightly Liberal","None or Independent",2.05243333333333,0,1,4,0,3,0,0,0,0,0,0,1,1,0,0,"No impact","BadNewsGame",16.0315,"19,503",0.729,"The cheeky way it educated people about fake news","No","Yes",0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0
"S240","USA",27.5312666666667,"18/10/2024","06:03:33","chrome","false","Windows 10",1280,545,"Woman","Master",43,"Black American","Yes","Unsure/Refuse to answer",0.63475,3,4,0,4,2,3,0,4,1,4,0.829583333333333,1,7,8,2,3,7,0.0942666666666667,"Conservative","Republican",1.95563333333333,3,3,4,3,3,2,4,4,3,3,4,3,2,3,2,"No impact","Tetris",6.21316666666667,"2500",1.34851666666667,"bricking the bricks to the minimum level","yes","yes",1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0
"S241","USA",42.4123166666667,"21/10/2024","19:32:22","edge-chromium","false","Windows 10",2552,1280,"Woman","Bachelor",35,"Asian","No","unlikely",1.73836666666667,4,1,3,3,1,0,1,3,3,1,1.06776666666667,1,7,8,0,2,8,0.259683333333333,"Conservative","Republican",2.30178333333333,2,1,3,2,3,2,3,1,3,3,3,2,2,2,0,"No impact","Tetris",19.9384333333333,"35,678",1.00028333333333,"When I completed solid rows","Yes!","Yes!",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S242","USA",37.54475,"18/10/2024","10:30:24","chrome","false","Windows 10",1546,557,"Man","High School",39,"Mixed","Yes","unlikely",0.751883333333333,4,1,1,3,1,0,2,3,1,2,0.961316666666667,6,2,2,5,7,7,0.408516666666667,"Moderate","None or Independent",1.72456666666667,1,3,4,0,3,3,3,3,0,1,1,1,4,3,2,"No impact","BadNewsGame",12.8359,"12000",0.701266666666667,"Funny prompts","No","No",1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
"S243","USA",53.3194333333333,"04/11/2024","09:32:50","chrome","false","Windows 10",1366,641,"Man","Master",38,"Black American","No","likely",2.856,4,4,0,4,0,3,0,4,0,4,1.08755,4,6,8,0,1,7,0.375316666666667,"Conservative","Republican",2.6394,2,2,4,2,3,4,4,4,2,3,4,3,4,3,2,"Greatly improved","BadNewsGame",21.8909333333333,"12.035",1.59115,"The prompts","Yes","Yes",1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1
"S244","USA",28.7729333333333,"22/10/2024","12:49:46","opera","false","Windows 10",1866,911,"Man","High School",23,"Black","Yes","unlikely",0.85025,4,2,1,0,0,0,2,3,4,4,1.21376666666667,8,0,0,6,3,0,0.25885,"Liberal","None or Independent",2.29931666666667,3,4,4,1,3,3,3,2,1,0,3,3,3,1,3,"No impact","Tetris",7.55963333333333,"13,455",0.751383333333333,"Getting 4 rows to disappear at a time","yes","yes",1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"S245","USA",54.06995,"18/10/2024","04:09:58","chrome","false","Windows 10",1536,738,"Woman","Bachelor",27,"Black American","Yes","likely",1.0546,3,4,0,4,2,4,0,4,0,4,1.72563333333333,6,8,6,7,2,6,0.437916666666667,"Liberal","Republican",4.77501666666667,2,2,1,1,1,2,1,1,3,1,1,3,2,1,2,"Improved","BadNewsGame",21.4806166666667,"13.417",1.0039,"emotions","yes","yes",1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"S246","USA",56.8528333333333,"18/10/2024","06:39:42","chrome","false","Linux",1920,932,"Man","Other",43,"Caucasian","No","unlikely",0.918383333333333,3,3,3,1,3,1,4,3,4,4,0.71145,8,0,0,8,8,0,0.464883333333333,"Slightly Conservative","Republican",2.38683333333333,0,4,4,0,4,4,4,4,0,4,4,4,4,4,4,"No impact","BadNewsGame",26.4971666666667,"10794",1.3263,"It taught me more about some vulnerabilities I have and the tactics being used on twitter","yes","yes",0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"S247","USA",22.9509666666667,"18/10/2024","07:13:55","chrome","false","Windows 10",638,598,"Woman","Doctorate",26,"Caucasian/Asian","Yes","unlikely",0.537866666666667,0,4,0,4,1,3,0,4,0,2,0.2779,6,4,1,8,3,5,0.342233333333333,"Slightly Conservative","Republican",0.474683333333333,1,2,3,1,3,1,3,1,1,1,3,2,1,1,1,"Slightly improved","BadNewsGame",14.7254333333333,"12110",0.2322,"The funny comments from users","No","Yes",1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
"S248","USA",34.8180166666667,"18/10/2024","07:12:57","chrome","false","Windows 10",1920,919,"Man","Bachelor",47,"black","Yes","likely",2.20473333333333,3,3,0,4,3,1,0,3,0,0,3.29005,2,6,5,4,3,6,0.228833333333333,"Moderate","Democrat",1.0637,3,3,3,2,3,3,3,3,2,1,3,3,3,2,3,"No impact","Tetris",18.63835,"5000",0.347116666666667,"i did not like it","no","no",0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0
"S249","USA",75.08085,"18/10/2024","06:12:59","chrome","false","Windows 10",1536,730,"Woman","Master",33,"white","Yes","likely",3.36155,4,3,1,4,1,4,0,4,1,4,1.8631,1,5,8,2,3,7,0.522183333333333,"Extremely Conservative","Republican",10.5647833333333,4,4,3,4,3,3,3,1,3,4,4,3,3,1,1,"Slightly improved","Tetris",14.1393333333333,"24362",1.3141,"the different shapes","yes","yes",0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S250","USA",19.5346833333333,"18/10/2024","05:32:56","firefox","false","Windows 10",1366,653,"Woman","Master",41,"White","Yes","very likely",0.585266666666667,3,4,1,4,4,4,2,3,3,4,0.556566666666667,7,7,5,5,1,3,0.427983333333333,"Liberal","Democrat",1.03548333333333,3,3,3,3,3,4,4,3,3,3,4,4,3,3,4,"Improved","Tetris",9.54068333333333,"9039",0.461133333333333,"color","Yes","Yes",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1
"S251","USA",60.8606833333333,"18/10/2024","07:22:25","chrome","false","Mac OS",1432,788,"Woman","Master",33,"Asian","Yes","unlikely",1.30406666666667,3,3,2,1,3,3,2,4,4,3,2.14585,2,1,4,3,3,4,0.466016666666667,"Slightly Liberal","Democrat",3.82031666666667,1,1,2,2,1,1,0,1,0,0,0,1,1,1,0,"No impact","Tetris",13.4620333333333,"56000",1.46091666666667,"challenging - must be creative","absolutely! one of my favorites","yes, definitely",1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S252","USA",30.7408833333333,"18/10/2024","08:30:49","chrome","false","Windows 10",958,910,"Woman","High School",46,"caucasion","Yes","unlikely",0.402633333333333,0,3,0,3,4,3,0,3,0,3,0.4547,1,6,3,2,1,6,0.1108,"Conservative","Republican",2.36826666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No impact","Tetris",11.8519333333333,"53342",1.15121666666667,"i liked the music wasn't like the real tetris where it stressed me out too much before I died.","no","no",1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
"S253","USA",43.2908166666667,"04/11/2024","07:36:22","chrome","false","Windows 10",1474,778,"Woman","Bachelor",36,"Caucasian","Yes","unlikely",0.665716666666667,4,0,0,0,0,0,0,4,4,4,0.806433333333333,7,1,0,8,7,1,0.465383333333333,"Slightly Liberal","None or Independent",3.14758333333333,1,3,4,4,1,3,3,0,0,3,3,1,3,1,1,"No impact","Tetris",15.2440666666667,"35000",0.773183333333333,"i like that it showed at the bottom where the piece would fall","no, it was too difficult to manipulate the pieces","no",1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0
"S254","USA",44.5490166666667,"04/11/2024","11:13:03","chrome","false","Windows 10",1920,953,"Man","Other",36,"Hispanic","Yes","Unsure/Refuse to answer",0.747983333333333,4,3,3,2,3,0,2,3,4,4,0.993066666666667,2,2,0,6,4,4,0.243833333333333,"Liberal","Democrat",2.88358333333333,0,1,2,0,1,1,1,0,0,0,1,0,2,2,0,"No impact","Tetris",21.7216666666667,"32315",0.91105,"Simple gameplay","No","No",1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S255","USA",42.9896833333333,"22/10/2024","10:11:25","chrome","false","Chrome OS",1920,945,"Man","Master",45,"Black","Yes","Unsure/Refuse to answer",0.757883333333333,1,2,0,4,0,4,0,4,0,4,1.62246666666667,5,0,3,7,5,1,0.265066666666667,"Slightly Liberal","Democrat",2.48918333333333,1,2,4,2,0,3,1,3,0,1,1,2,3,3,2,"No impact","Tetris",18.4278666666667,"10422",1.62011666666667,"the music","yes","yes",1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"S256","USA",43.6246666666667,"18/10/2024","06:44:28","chrome","false","Windows 10",1536,695,"Woman","High School",27,"White","Yes","likely",1.35723333333333,4,0,3,1,0,0,4,2,4,4,0.744766666666667,8,0,0,8,3,0,0.171,"Extremely Liberal","Democrat",2.96183333333333,0,4,4,0,0,3,0,2,0,0,1,0,2,0,2,"No impact","BadNewsGame",13.4047166666667,"5000",0.544033333333333,"Gaining more traction ","Yes","Yes",1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S257","USA",44.7054,"18/10/2024","05:12:20","chrome","false","Windows 10",1280,559,"Man","High School",64,"caucasion","Yes","very likely",0.88635,1,4,3,3,3,4,1,4,0,4,1.10345,7,0,0,7,7,1,0.219816666666667,"Extremely Liberal","Democrat",2.13105,3,3,3,3,2,3,3,3,3,3,2,2,3,2,3,"Improved","BadNewsGame",20.4661333333333,"16000",0.641983333333333,"tips on being deviuos","yes lol","yes",1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1
"S258","USA",34.6597333333333,"18/10/2024","06:43:49","chrome","false","Chrome OS",1366,649,"Man","High School",29,"Caucasian","No","likely",0.825983333333333,4,3,2,2,0,0,1,3,3,4,0.5303,6,0,0,8,8,0,0.350366666666667,"Slightly Liberal","Democrat",2.89921666666667,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"No impact","Tetris",16.02145,"8000",0.498383333333333,"The Puzzle Aspect","Yes","Yes",1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0
"S259","USA",42.3588,"18/10/2024","06:15:07","chrome","false","Windows 10",1920,953,"Man","High School",35,"Latin American/Italian","Yes","Unsure/Refuse to answer",0.451766666666667,1,1,0,4,0,3,1,4,0,3,1.03425,6,4,0,7,6,4,0.345016666666667,"Liberal","None or Independent",1.81691666666667,0,2,2,1,1,0,2,1,1,0,0,0,2,0,0,"No impact","BadNewsGame",20.5154,"17,201",0.642516666666667,"Humor","No","Yes",0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0
"S260","USA",37.4698166666667,"04/11/2024","09:15:03","chrome","false","Windows 10",1366,607,"Man","High School",31,"white","Yes","unlikely",0.788183333333333,3,0,1,3,4,2,1,3,0,0,2.11313333333333,4,2,0,8,8,0,0.0653666666666667,"Moderate","None or Independent",5.64183333333333,2,3,3,2,3,3,3,2,1,0,3,2,3,2,2,"No impact","BadNewsGame",9.32048333333333,"15955",0.513783333333333,"it wasw kind of funny","no","probably not",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"S261","USA",17.9283166666667,"18/10/2024","07:38:10","chrome","false","Windows 10",1050,922,"Man","Master",25,"Caucasian","Yes","very likely",0.75665,4,4,0,3,2,3,4,3,1,4,1.30583333333333,4,8,7,2,4,6,0.0808833333333333,"Moderate","None or Independent",1.3885,2,3,4,2,2,0,2,3,1,4,3,1,2,3,2,"Greatly improved","Tetris",5.25795,"11997",0.886466666666667,"the colour","yes","yes",0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0
"S262","USA",23.7628333333333,"18/10/2024","07:31:27","chrome","false","Chrome OS",1536,730,"Woman","Bachelor",55,"Caucasion","Yes","likely",0.461316666666667,1,4,0,2,3,3,1,4,1,3,0.783716666666667,1,4,4,7,6,5,0.0895,"Liberal","Democrat",1.37353333333333,1,1,3,1,1,1,0,1,1,0,1,1,3,1,1,"No impact","Tetris",9.51138333333333,"200",0.442666666666667,"The music","no","no",1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0
"S263","USA",37.0431333333333,"18/10/2024","07:55:05","chrome","false","Windows 10",1920,953,"Woman","Bachelor",36,"asian","Yes","very unlikely",0.341966666666667,2,3,1,3,1,2,3,3,2,3,0.168533333333333,4,3,4,4,3,4,0.128816666666667,"Moderate","Democrat",0.600166666666667,0,2,2,0,1,3,2,2,1,2,2,2,1,3,2,"Slightly improved","Tetris",32.0630333333333,"800",0.309883333333333,"the organization ","yes","yes",0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0
"S264","USA",67.21545,"18/10/2024","07:54:46","chrome","false","Windows 10",1366,641,"Woman","High School",70,"caucasian","Yes","likely",1.22108333333333,4,4,0,3,1,0,0,3,1,1,1.11163333333333,0,3,4,4,2,6,0.23515,"Liberal","None or Independent",4.84758333333333,0,2,3,2,3,0,0,0,0,0,3,0,0,1,0,"Improved","BadNewsGame",32.8913666666667,"5500",0.83645,"gaining followers","yes","yes",1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
"S265","USA",22.4636833333333,"04/11/2024","09:06:48","firefox","false","Windows 10",2560,1278,"Man","High School",33,"Caucasian","Yes","unlikely",0.490616666666667,3,3,4,2,1,2,3,3,4,3,0.370516666666667,6,2,0,7,6,2,0.134216666666667,"Liberal","Democrat",1.07903333333333,2,1,1,2,0,1,0,0,1,0,1,0,1,0,1,"No impact","BadNewsGame",11.6270833333333,"15,927",0.66475,"The fake news stories were an interesting reflection of what we see every day","Yes, with more options","Yes",1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0
"S266","USA",39.6939166666667,"18/10/2024","06:40:08","chrome","false","Windows 10",1536,730,"Man","Master",78,"White","Yes","unlikely",0.668533333333333,4,4,1,4,4,4,2,3,3,4,0.999666666666667,4,5,4,6,5,4,0.184483333333333,"Slightly Liberal","Republican",1.97466666666667,4,3,4,4,3,4,4,4,4,4,4,4,3,4,3,"Improved","BadNewsGame",22.2677666666667,"15.379k",0.845816666666667,"the followers response","yes","yes",1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"S267","USA",42.0688333333333,"18/10/2024","07:37:40","chrome","false","Windows 10",1280,551,"Woman","Bachelor",65,"Black American","No","unlikely",1.31995,4,0,0,1,0,0,3,4,3,3,2.6025,4,6,8,0,4,8,0.0914,"Extremely Conservative","Republican",1.74086666666667,0,3,4,0,4,4,4,3,0,3,4,4,4,3,4,"No impact","Tetris",17.8690666666667,"460",3.79951666666667,"The colors of the squares are pretty, but beyond that I didn't find anything enjoyable about this game at all.","No","No",1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0
"S268","USA",51.0111666666667,"22/10/2024","07:59:25","chrome","false","Windows 10",2400,1147,"Man","Master",54,"Black","Yes","likely",4.22551666666667,3,2,0,4,3,4,0,4,0,4,1.87603333333333,6,4,5,7,5,6,0.125816666666667,"Moderate","Democrat",4.94821666666667,3,2,2,2,3,2,3,2,3,2,3,2,1,3,2,"Improved","BadNewsGame",24.22705,"5000",0.512933333333333,"Trolling ","Yes","Yes",0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
"S269","USA",36.7687166666667,"24/10/2024","17:00:33","chrome","false","Mac OS",1440,813,"Woman","Bachelor",22,"Hispanic-Mexican","Yes","likely",0.7363,1,4,0,4,1,4,3,4,3,3,0.9208,6,7,3,7,4,7,0.341816666666667,"Liberal","None or Independent",2.18055,3,3,3,4,3,3,2,3,4,1,3,2,2,1,2,"Improved","BadNewsGame",17.2249833333333,"18.163",0.4068,"The tweets","Yes","Yes",1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S270","USA",57.5939333333333,"18/10/2024","11:36:56","chrome","false","Windows 10",1280,632,"Man","Master",27,"Caucasian","Yes","likely",1.76178333333333,4,4,0,3,0,4,0,4,1,4,2.00108333333333,0,6,3,8,0,7,0.334633333333333,"Liberal","Democrat",3.94508333333333,4,4,4,3,3,0,4,3,3,1,3,3,0,1,0,"Slightly improved","Tetris",9.83663333333333,"11500",7.93921666666667,"How easy it be played","yes","yes",0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0
"S271","USA",52.4423,"18/10/2024","06:35:09","samsung","false","Linux",1960,3467,"Man","Bachelor",49,"Black","Yes","likely",1.59983333333333,3,4,1,4,3,2,1,3,1,3,2.51696666666667,8,4,0,8,4,4,0.543183333333333,"Extremely Liberal","None or Independent",3.77531666666667,2,4,4,3,4,4,4,4,3,2,4,2,4,2,4,"Improved","BadNewsGame",15.461,"5200",3.26733333333333,"Followers and comments ","Yes","Yes",1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1
"S272","USA",34.1529,"18/10/2024","04:48:03","firefox","false","Mac OS",1440,790,"Non-Binary","Bachelor",36,"Latino","Yes","likely",0.393783333333333,4,4,0,1,0,0,0,4,4,4,0.464533333333333,7,0,0,8,8,0,0.170583333333333,"Extremely Liberal","Democrat",1.18066666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Slightly improved","BadNewsGame",17.6412833333333,"18000",2.78385,"Trying out how one can mislead","No.","Only if they're the type that falls for misinformation.",1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0
