"Participant","Sample","Experiment_Duration","Date","Time","Browser","Mobile","Platform","Screen_Width","Screen_Height","Gender","Education","Age","Ethnicity","COVID_Vaccination","FakeNews_SubjectiveDiscrimination","BFI_Duration","BFI10_1","BFI10_2","BFI10_3","BFI10_4","BFI10_5","BFI10_6","BFI10_7","BFI10_8","BFI10_9","BFI10_10","VSA_Duration","VSA_1","VSA_2","VSA_3","VSA_4","VSA_5","VSA_6","ANES_Duration","Political_Ideology","Political_Affiliation","GCBS_Duration","GCBS15_13","GCBS15_10","GCBS15_15","GCBS15_8","GCBS15_2","GCBS15_1","GCBS15_12","GCBS15_14","GCBS15_3","GCBS15_9","GCBS15_7","GCBS15_4","GCBS15_11","GCBS15_5","GCBS15_6","Intervention_Questions_Confidence","Intervention","Intervention_Duration","Intervention_Questions_Score","Intervention_Questions_Duration","Intervention_Questions_Favorite","Intervention_Questions_Repeat","Intervention_Questions_Recommend","MOCRI_PRE_2_NonManipulative","MOCRI_PRE_11_NonManipulative","MOCRI_PRE_12_Manipulative","MOCRI_PRE_4_NonManipulative","MOCRI_PRE_3_Manipulative","MOCRI_PRE_9_NonManipulative","MOCRI_PRE_5_NonManipulative","MOCRI_PRE_1_Manipulative","MOCRI_PRE_8_Manipulative","MOCRI_PRE_6_Manipulative","MOCRI_PRE_10_Manipulative","MOCRI_PRE_7_NonManipulative","MOCRI_POST_1_NonManipulative","MOCRI_POST_4_NonManipulative","MOCRI_POST_3_Manipulative","MOCRI_POST_9_NonManipulative","MOCRI_POST_6_Manipulative","MOCRI_POST_11_NonManipulative","MOCRI_POST_12_NonManipulative","MOCRI_POST_8_Manipulative","MOCRI_POST_7_Manipulative","MOCRI_POST_10_Manipulative","MOCRI_POST_5_NonManipulative","MOCRI_POST_2_Manipulative"
"S155","USA",37.1800833333333,"18/10/2024","06:11:41","chrome","false","Windows 10",1920,945,"Man","High School",59,"Caucasian","Yes","unlikely",0.674983333333333,3,1,0,3,0,2,2,4,1,4,1.15566666666667,4,3,0,8,3,3,0.247683333333333,"Liberal","None or Independent",2.61916666666667,0,1,3,3,1,0,2,1,1,1,2,3,3,1,1,"No impact","BadNewsGame",18.27085,"",0.319716666666667,"19000","no","no",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
"S156","USA",36.6758833333333,"18/10/2024","10:31:54","chrome","false","Windows 10",1536,678,"Woman","Bachelor",34,"Latina ","Yes","likely",0.323316666666667,0,3,0,4,4,4,0,4,0,4,0.4404,0,7,8,1,7,7,0.3408,"Extremely Conservative","Republican",0.674066666666667,3,3,3,1,3,1,3,1,2,1,3,3,1,3,1,"Improved","Tetris",10.6798,"1315",0.349083333333333,"Mind bender","Yes","Yes",1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0
"S157","USA",21.9639,"04/11/2024","09:05:27","chrome","false","Windows 10",1920,953,"Man","Bachelor",20,"White","Yes","very likely",1.43245,3,2,3,2,3,2,3,2,3,3,0.322716666666667,6,5,6,5,4,5,0.687916666666667,"Moderate","Democrat",0.6913,4,3,3,3,2,4,3,3,3,2,2,2,3,2,1,"Greatly improved","BadNewsGame",11.1379333333333,"5000",0.76125,"Political prompt","yes","yes",0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0
"S158","USA",51.1185333333333,"29/08/2024","07:09:35","chrome","false","Windows 10",1536,730,"Man","High School",44,"Caucasian","Yes","likely",0.582,3,3,4,1,1,0,3,1,4,3,0.845583333333333,5,5,0,8,2,3,0.212133333333333,"Slightly Liberal","None or Independent",2.00425,1,3,4,0,3,1,3,1,0,1,3,1,3,1,1,"Slightly improved","BadNewsGame",18.5646333333333,"19124",1.01546666666667,"It was funny, although sad.","Perhaps if it was expanded out to a full game.  ","No",1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S159","USA",37.25055,"18/10/2024","06:09:05","opera","false","Mac OS",1380,752,"Non-Binary","Other",22,"White","Yes","likely",0.4508,1,3,0,0,1,3,3,4,4,3,0.640466666666667,8,0,0,8,3,0,0.215433333333333,"Extremely Liberal","Democrat",1.75303333333333,3,4,4,1,3,4,3,4,1,0,2,2,3,0,4,"No impact","Tetris",15.6637833333333,"2500",0.92605,"That you can choose what to do and where to put your pieces","No","No",1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1
"S160","USA",23.6375166666667,"18/10/2024","05:43:27","ios","true","iOS",980,1684,"Woman","High School",30,"Hispanic","Yes","unlikely",0.870316666666667,4,2,3,3,3,1,1,3,3,3,1.04168333333333,7,6,4,6,3,6,0.259716666666667,"Slightly Conservative","None or Independent",1.95211666666667,4,4,4,4,2,4,4,4,4,2,3,4,3,3,4,"Greatly improved","BadNewsGame",11.1172333333333,"14,321",0.678483333333333,"Memes","Yes","Yes",1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0
"S161","USA",32.0701166666667,"18/10/2024","05:56:09","chrome","false","Mac OS",1440,778,"Man","Doctorate",40,"Caucasian","Yes","likely",0.5784,1,3,1,4,2,2,1,3,1,1,0.696733333333333,5,0,0,8,6,0,2.0169,"Extremely Liberal","Democrat",0.599183333333333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Slightly improved","BadNewsGame",17.90635,"18,056",0.654233333333333,"It was funny and the graphics were great","No, I don't think it's very replayable ","Yes, especially if they're older and/or conspiracy minded",1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0
"S162","USA",30.95855,"18/10/2024","07:29:09","firefox","false","Windows 10",1366,607,"Woman","High School",36,"Caucasian","No","likely",0.494933333333333,1,3,1,3,1,3,0,3,2,3,0.7421,4,5,0,8,7,1,0.17005,"Moderate","None or Independent",1.00435,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,"No impact","Tetris",10.1844,"1408",0.516416666666667,"smooth graphics","yes","yes",1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0
"S163","USA",47.0362833333333,"18/10/2024","06:21:46","chrome","false","Mac OS",981,718,"Woman","High School",23,"Caucasian","Yes","unlikely",0.7175,4,3,1,2,1,0,1,3,4,4,1.20146666666667,1,7,0,8,4,7,0.1277,"Conservative","Republican",3.94533333333333,1,2,1,1,1,1,1,2,1,3,1,2,1,1,1,"No impact","Tetris",16.1702666666667,"9,499",0.78525,"It had me focused","Maybe","Yes",1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0
"S164","USA",47.1608666666667,"18/10/2024","05:08:53","safari","false","Mac OS",1920,1000,"Man","Bachelor",60,"Native American, African American","Yes","likely",0.98575,3,3,0,2,1,3,1,3,2,3,1.61281666666667,5,3,3,5,5,3,0.770433333333333,"Moderate","None or Independent",2.15818333333333,1,1,2,2,1,1,1,1,0,0,1,0,1,0,1,"Slightly improved","BadNewsGame",20.2235166666667,"13000",0.740216666666667,"The chat bot responses.","yes","yes",1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0
"S165","USA",44.6950666666667,"18/10/2024","04:23:54","chrome","false","Chrome OS",1371,603,"Woman","High School",74,"caucasian","No","unlikely",1.72135,3,4,2,4,3,4,1,4,2,1,1.61388333333333,6,7,4,6,3,7,0.35405,"Conservative","Republican",2.50675,3,3,3,3,3,3,3,3,2,2,4,4,3,4,4,"No impact","Tetris",3.36725,"1000",2.11243333333333,"didn't like the game","no","yes",0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
"S166","USA",40.87,"18/10/2024","03:52:34","chrome","false","Windows 10",2195,1108,"Man","High School",24,"caucasian","No","likely",0.776833333333333,3,3,1,3,3,1,3,3,3,3,1.24033333333333,6,5,5,2,5,6,0.0951666666666667,"Slightly Conservative","Republican",2.47668333333333,3,3,3,1,2,2,2,1,0,3,2,2,2,1,1,"No impact","Tetris",17.3776333333333,"44000",0.902983333333333,"nice colors and easy to play","no","no",1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0
"S167","USA",28.4424166666667,"18/10/2024","07:06:40","chrome","false","Windows 10",1566,688,"Man","High School",72,"white","No","unlikely",0.730866666666667,4,0,4,3,0,0,4,3,1,4,0.5737,7,2,0,6,2,8,0.214233333333333,"Conservative","Republican",1.28841666666667,0,3,3,0,3,3,3,3,0,3,3,3,3,3,3,"No impact","Tetris",15.2857333333333,"4000",0.344483333333333,"nothing","no","no",1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1
"S168","USA",44.5840166666667,"18/10/2024","07:20:23","chrome","false","Chrome OS",1366,617,"Man","Bachelor",81,"caucasian","Yes","likely",1.2956,4,3,3,3,2,3,0,1,1,3,2.45836666666667,3,3,4,7,5,6,0.17325,"Slightly Conservative","None or Independent",3.60823333333333,3,2,3,1,3,3,3,1,1,1,1,1,3,4,3,"Improved","BadNewsGame",16.4466666666667,"5400",0.566083333333333,"interactions","yes","yes",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"S169","USA",31.2707,"18/10/2024","06:43:29","chrome","false","Linux",1920,915,"Man","Bachelor",62,"Caucasian","Yes","unlikely",0.6266,4,2,0,4,1,3,0,4,0,4,0.684166666666667,5,2,7,0,6,2,0.34055,"Conservative","Republican",2.65186666666667,3,4,4,4,4,4,4,4,2,2,4,4,4,4,4,"No impact","BadNewsGame",13.8546666666667,"15108",0.585783333333333,"stupidity","no","no",0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
"S170","USA",35.8101,"04/11/2024","09:47:35","chrome","false","Windows 10",2560,1277,"Man","High School",52,"White","Yes","unlikely",0.887433333333333,0,0,0,2,0,2,4,4,0,4,1.34995,4,4,4,4,4,4,0.152266666666667,"Moderate","None or Independent",2.65031666666667,0,0,2,0,2,2,2,0,0,1,2,2,2,2,4,"No impact","Tetris",19.68755,"13000",0.45795,"nothing really","no","yes",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"S171","USA",67.8989166666667,"18/10/2024","07:29:02","chrome","false","Windows 10",1280,585,"Man","Master",23,"African American","No","unlikely",1.6927,4,4,1,4,4,4,1,4,2,3,4.84506666666667,3,5,4,2,3,4,0.871283333333333,"Moderate","None or Independent",10.7127666666667,2,2,3,2,1,0,1,1,1,2,2,1,1,1,2,"No impact","Tetris",8.758,"500",0.826866666666667,"the different shapes","yes","yes",1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0
"S172","USA",70.4524166666667,"18/10/2024","07:44:14","chrome","false","Windows 10",1366,607,"Man","Master",68,"Caucasian","Yes","likely",1.2789,1,4,1,4,0,2,0,4,0,4,1.11925,0,5,2,8,4,5,0.19505,"Slightly Liberal","Democrat",2.47771666666667,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,"Improved","BadNewsGame",38.0964833333333,"12000",1.72105,"learnng how the devious minds of misinformation spreaders work","yes","yes",1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
"S173","USA",41.9108666666667,"18/10/2024","05:48:56","chrome","false","Windows 10",1366,641,"Woman","Master",41,"Caucasian","Yes","likely",1.06048333333333,3,4,0,4,3,4,0,4,0,4,6.48941666666667,0,8,8,1,0,8,0.2515,"Conservative","Republican",3.06511666666667,4,3,3,3,4,3,3,3,4,4,4,4,4,4,3,"Greatly improved","Tetris",15.69325,"27261",4.81338333333333,"the different colours","yes","yes",1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"S174","USA",28.0766333333333,"18/10/2024","07:17:35","firefox","false","Windows 10",850,770,"Woman","High School",36,"caucasian","Yes","unlikely",0.910933333333333,3,2,0,3,2,1,0,4,3,3,0.771633333333333,4,1,0,8,8,1,0.0596333333333333,"Liberal","Democrat",0.998716666666667,3,2,4,4,1,2,1,4,3,0,1,1,1,3,2,"Slightly improved","BadNewsGame",14.6564166666667,"18500",0.357916666666667,"Different prompts","no","yes",1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0
"S175","USA",32.6859333333333,"22/10/2024","09:29:56","chrome","false","Mac OS",1221,697,"Woman","Bachelor",24,"BLACK","Yes","likely",0.879916666666667,4,4,0,4,3,0,0,4,0,4,0.512433333333333,6,1,4,4,1,7,0.114816666666667,"Slightly Conservative","Republican",1.52768333333333,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,"No impact","Tetris",17.85025,"1150",0.312216666666667,"NOTHING","NO","YES",1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1
"S176","USA",41.7379333333333,"18/10/2024","09:20:17","chrome","false","Windows 10",1600,1057,"Man","High School",65,"Caucasian","No","Unsure/Refuse to answer",1.1873,4,4,3,4,3,4,3,4,3,4,0.895133333333333,6,5,7,7,7,7,0.255433333333333,"Extremely Conservative","Republican",1.57621666666667,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,"Greatly improved","BadNewsGame",29.8628333333333,"",0.0936833333333333,"","","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"S177","USA",74.1860333333333,"18/10/2024","05:32:24","chrome","false","Windows 10",1536,730,"Man","Bachelor",34,"Asian","Yes","likely",0.33915,4,4,0,3,2,3,2,3,4,3,0.753733333333333,6,5,3,5,2,7,0.105083333333333,"Slightly Liberal","Democrat",2.34393333333333,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,"Slightly improved","Tetris",14.99405,"2100",0.430766666666667,"I just like playing Tetris overall","yes","yes",1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S178","USA",23.6492166666667,"18/10/2024","06:22:34","safari","false","Mac OS",1112,731,"Woman","Bachelor",38,"Caucasian ","Yes","unlikely",0.5718,3,1,4,1,3,0,3,4,1,3,0.545383333333333,6,0,0,7,5,1,0.149033333333333,"Liberal","None or Independent",1.73908333333333,0,1,3,1,1,0,1,1,0,0,0,0,0,0,0,"No impact","BadNewsGame",9.94328333333333,"5,954",0.7813,"The humor of the AI helping","No","No",1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0
"S179","USA",33.9085333333333,"18/10/2024","09:18:01","chrome","false","Chrome OS",1536,743,"Woman","Bachelor",43,"white","No","likely",0.813966666666667,1,3,3,3,4,0,3,1,4,3,0.58045,7,0,0,8,6,0,0.21585,"Extremely Liberal","Democrat",1.25383333333333,1,3,3,3,0,1,0,0,0,1,0,1,0,0,0,"Improved","BadNewsGame",13.6104166666667,"5078",1.01288333333333,"memes","no","yes",0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
"S180","USA",47.1035666666667,"18/10/2024","07:48:33","safari","false","Mac OS",535,707,"Man","High School",19,"Hispanic","Yes","Unsure/Refuse to answer",0.58165,4,3,3,1,4,1,3,2,4,3,2.55003333333333,6,2,0,8,7,1,0.969983333333333,"Liberal","None or Independent",3.61618333333333,1,1,4,0,3,3,1,0,1,1,1,1,3,0,1,"Greatly improved","BadNewsGame",16.2520166666667,"14322",0.4144,"It has many choices and paths ","Yes","Yes",1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0
"S181","USA",51.2524833333333,"22/10/2024","09:14:53","chrome","false","Chrome OS",1366,633,"Man","High School",52,"caucasian","Yes","likely",1.39945,3,4,2,2,3,2,1,4,2,3,1.2186,6,5,6,6,3,5,0.211616666666667,"Slightly Conservative","None or Independent",3.06298333333333,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,"Slightly improved","BadNewsGame",24.5963333333333,"13218",1.2386,"prompts and tweets","yes","yes",0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"S182","USA",52.7154333333333,"18/10/2024","06:51:50","edge-chromium","false","Windows 10",1595,750,"Man","Bachelor",30,"Middle Eastern","Yes","unlikely",0.641816666666667,4,1,2,3,0,0,2,4,4,4,1.3925,6,1,0,8,7,0,0.133,"Extremely Liberal","Democrat",1.82595,0,3,3,0,0,1,0,3,0,0,0,0,0,0,1,"No impact","Tetris",18.7178,"4700",0.5769,"Learning and getting better at it.","Yes","Sure",1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0
"S183","USA",34.5597333333333,"18/10/2024","06:54:01","chrome","false","Chrome OS",888,1164,"Man","High School",44,"White","Yes","Unsure/Refuse to answer",0.472016666666667,2,3,0,4,1,4,0,4,1,4,0.42465,7,2,0,8,8,0,0.13525,"Extremely Liberal","Democrat",1.50971666666667,2,2,3,2,2,2,3,3,1,2,2,2,4,0,2,"No impact","BadNewsGame",18.5190333333333,"3000",1.95838333333333,"It really pointed out how manipulative social media has become","Probably not but I would suggest it to friends","Yes it can be very educational to people that don't understand how manipulative social media has become",1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0
"S184","USA",34.5349666666667,"18/10/2024","09:14:59","safari","false","Mac OS",1440,795,"Woman","High School",43,"Latine","No","likely",0.726583333333333,1,3,3,0,1,0,4,3,4,4,0.628116666666667,8,0,0,8,8,0,0.2587,"Extremely Liberal","None or Independent",1.70651666666667,1,4,4,1,1,2,1,1,1,0,1,1,1,0,2,"Slightly improved","BadNewsGame",19.3641,"12.600",0.473283333333333,"It was funny","Yes","Yes",1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0
"S185","USA",88.2742333333333,"04/11/2024","08:27:46","chrome","false","Windows 10",1366,641,"Man","Master",36,"Black African American","Yes","likely",1.83135,2,4,0,4,3,2,0,4,0,4,3.58531666666667,5,3,4,5,0,5,0.2713,"Liberal","Democrat",8.71851666666667,2,2,3,2,2,1,2,2,2,2,1,1,2,1,2,"Improved","BadNewsGame",38.1733833333333,"10",1.04153333333333,"Feedback from twitter uses","Yes","Yes",1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1
"S186","USA",70.8460833333333,"18/10/2024","07:03:48","chrome","false","Windows 10",1920,953,"Woman","High School",80,"Caucasian","Yes","unlikely",0.494716666666667,3,4,0,2,3,3,1,3,3,4,0.5085,0,7,5,3,0,6,0.0697,"Extremely Conservative","Republican",0.759983333333333,2,3,2,3,2,3,2,2,3,3,3,2,2,3,2,"Greatly improved","BadNewsGame",11.17765,"16,700",0.4833,"trolling","yes","Yes it was a fun experience.",1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1
"S187","USA",70.8251833333333,"18/10/2024","06:56:30","chrome","false","Chrome OS",1092,492,"Woman","High School",70,"Caucasian ","Yes","unlikely",1.59553333333333,3,2,1,2,2,3,1,3,3,2,1.8181,3,3,6,4,2,5,1.01353333333333,"Don't Know","None or Independent",8.61611666666667,3,3,3,3,2,2,2,3,2,4,2,3,3,3,1,"Improved","BadNewsGame",27.4561333333333,"14000",1.1024,"Interesting ","No","Yes",0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
"S188","USA",47.9006666666667,"18/10/2024","04:02:30","chrome","false","Mac OS",1440,812,"Woman","Master",44,"African","Yes","likely",0.729466666666667,3,3,0,3,4,4,1,4,0,4,0.64585,0,8,7,5,3,7,0.118683333333333,"Conservative","Republican",0.65105,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Improved","BadNewsGame",28.7626666666667,"14.988",0.8019,"Emotions","Yes","Yes",1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0
"S189","USA",41.9483333333333,"18/10/2024","03:16:29","chrome","false","Windows 10",998,439,"Woman","Other",38,"Multiethnic","No","very unlikely",0.815683333333333,1,1,0,0,3,3,4,3,4,4,1.10133333333333,7,0,0,8,4,5,0.42265,"Conservative","None or Independent",2.17328333333333,4,3,4,4,3,3,2,4,3,3,3,4,4,4,4,"No impact","BadNewsGame",19.43075,"3.742",1.0662,"The guide was such a villain.","Yes","Yes",1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0
"S190","USA",44.0632166666667,"18/10/2024","05:55:09","chrome","false","Windows 10",1536,730,"Woman","Doctorate",50,"Black","Yes","likely",2.44331666666667,1,0,0,4,3,4,0,4,0,4,2.93586666666667,0,8,4,3,0,8,1.8184,"Moderate","None or Independent",4.0048,1,2,3,1,2,0,1,2,3,1,2,3,1,1,1,"Improved","Tetris",6.81476666666667,"2450",2.14558333333333,"The way the level breaks down when I drop a piece.","Yes","Yes",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0
"S191","USA",40.0366,"18/10/2024","07:12:53","edge-chromium","false","Windows 10",1912,920,"Woman","Other",69,"Caucasian","Yes","likely",0.675366666666667,3,3,2,3,0,1,2,3,4,3,1.26476666666667,3,3,2,6,5,3,0.208683333333333,"Liberal","Democrat",2.78913333333333,1,3,3,1,1,0,0,1,0,0,0,1,1,2,1,"No impact","Tetris",16.4554,"3012",0.64015,"I did like the colors","yes","yes",0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
"S192","USA",52.5175333333333,"18/10/2024","07:06:01","chrome","false","Windows 10",1920,959,"Man","High School",23,"Caucasian","Yes","Unsure/Refuse to answer",1.1589,3,1,1,4,1,2,0,4,0,2,0.280083333333333,7,1,0,8,4,4,21.7929833333333,"Liberal","None or Independent",2.38965,0,1,0,0,0,3,0,0,0,2,0,0,1,0,2,"No impact","Tetris",13.1307666666667,"2858",1.2915,"The nostalgia I haven't played tetris in probably 10 years, forces you to think quickly.","I dont think I would go out of my way but if I happened upon it I would give it a go for sure.","Yeah its a good game and a fun measure of discipline",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
"S193","USA",41.3981666666667,"18/10/2024","07:00:59","chrome","false","Windows 10",1536,776,"Woman","Bachelor",30,"Caucasian","Yes","likely",0.73045,3,3,0,4,3,1,0,4,0,4,0.82155,6,1,0,8,7,6,0.2627,"Moderate","None or Independent",2.44411666666667,1,3,4,1,0,3,3,0,0,0,1,0,3,0,1,"Greatly improved","BadNewsGame",22.1214333333333,"19130",0.965116666666667,"The fact that I get to manipulate","yes","yes",0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"S194","USA",36.4996833333333,"27/08/2024","11:38:41","chrome","false","Windows 10",1536,695,"Woman","Bachelor",25,"African American","Yes","Unsure/Refuse to answer",0.671616666666667,3,3,3,2,3,1,1,4,3,4,0.886083333333333,6,4,2,8,7,5,0.334966666666667,"Slightly Liberal","Democrat",1.75316666666667,0,2,4,1,0,2,0,0,0,0,0,0,2,4,0,"No impact","Tetris",16.22645,"44000",0.710016666666667,"trying to fit each piece in to clear a line","yes","yes",1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S195","USA",54.7771666666667,"18/10/2024","14:04:05","chrome","false","Windows 10",1366,607,"Man","Bachelor",23,"black","Yes","likely",1.5818,2,1,0,4,0,4,1,4,0,3,2.20666666666667,4,3,8,2,5,6,1.46901666666667,"Liberal","Democrat",3.44318333333333,4,1,4,0,1,2,2,0,0,3,3,1,3,1,1,"Greatly improved","BadNewsGame",22.5459833333333,"13731",1.21003333333333,"the conspiracy theory part was awsome","yes","yes",1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0
"S196","USA",33.8358166666667,"18/10/2024","07:19:44","chrome","false","Windows 10",1536,695,"Woman","Master",42,"White-Latin","Yes","likely",0.5838,3,3,2,1,1,1,0,4,3,4,0.867416666666667,7,2,1,8,3,5,0.245666666666667,"Moderate","Democrat",1.52543333333333,1,3,4,1,3,3,3,1,1,0,3,1,1,1,1,"Improved","BadNewsGame",18.1971333333333,"2000",0.652383333333333,"learning how misinformation is easely spread","yes","yes",1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S197","USA",25.66915,"18/10/2024","05:03:17","chrome","false","Windows 10",1600,745,"Man","Bachelor",42,"white","Yes","very unlikely",0.742416666666667,2,3,0,4,0,4,0,4,0,2,0.755933333333333,8,0,4,2,8,7,0.0695,"Extremely Conservative","Republican",1.15366666666667,3,3,4,2,3,2,3,3,2,2,3,2,2,4,2,"Unsure/refuse to answer","BadNewsGame",6.16131666666667,"5.497",3.33128333333333,"I liked earning the badges of impersonation, emotion, etc.  The game admitted that the left wing is guilty of fake news, which is good, because so many want to say the right wing creates fake news.  In reality, the individual gets to decide what he values in life and how he should make decisions for himself.  If you really care about combatting fake news, decentralize power so that the local level operates since the local level is best able to know what is true at the local level.  Thank you.","no","no",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S198","USA",22.3803,"18/10/2024","06:07:24","chrome","false","Mac OS",1742,1066,"Woman","High School",59,"White","No","unlikely",0.661733333333333,3,1,1,2,1,1,1,3,1,3,0.7114,6,2,2,6,7,3,0.206016666666667,"Moderate","None or Independent",1.90631666666667,3,4,4,2,3,4,3,3,1,3,2,2,3,4,3,"No impact","Tetris",6.11443333333333,"8500",0.517466666666667,"The feeling after getting a set of 4 lines","Yes","Yes",1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
"S199","USA",48.47315,"18/10/2024","11:20:28","firefox","false","Windows 10",1366,635,"Man","High School",22,"black American","Yes","likely",1.07161666666667,4,4,0,4,3,3,0,4,1,3,1.47961666666667,4,3,7,4,1,7,0.173883333333333,"Moderate","Republican",2.85746666666667,3,2,4,3,3,2,3,3,2,2,4,3,3,3,2,"No impact","Tetris",17.0847166666667,"68915",0.8667,"the arrangements","yes i would","yes",1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1
"S200","USA",30.5376666666667,"18/10/2024","07:29:10","edge-chromium","false","Windows 10",1707,814,"Man","Bachelor",58,"Caucasin","No","very unlikely",0.82205,2,0,0,2,1,3,3,4,2,3,2.47915,8,0,7,4,8,4,0.292333333333333,"Moderate","None or Independent",1.4364,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"No impact","Tetris",11.04065,"1640",0.551066666666667,"The shapes and design","no","no",1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1
"S201","USA",51.8620666666667,"04/11/2024","09:15:04","chrome","false","Windows 10",1280,585,"Man","Bachelor",20,"white","Yes","likely",1.58565,2,3,2,1,2,2,2,3,2,2,1.66526666666667,5,6,4,4,5,5,0.529533333333333,"Extremely Liberal","Republican",3.86755,2,2,2,1,2,1,2,3,2,2,2,2,2,1,1,"Slightly improved","BadNewsGame",1.11115,"9.330",2.32056666666667,"conspiracy theory one line news site","yes","yes",1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
